,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[10, 16]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
7,из,из,ADP,case,"[10, 0]",[],
10,России,россия,PROPN,obl,[0],[7],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
16,!,!,PUNCT,punct,[0],[],
18,Здравствуй,здравствовать,VERB,ROOT,[],"[30, 35]",Aspect=Imp|Mood=Imp|Number=Sing|Person=Second|VerbForm=Fin|Voice=Act
28,",",",",PUNCT,punct,"[30, 18]",[],
30,чувак,чувак,NOUN,parataxis,[18],[28],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
35,!,!,PUNCT,punct,[18],[],
37,Как,как,SCONJ,advmod,[41],[],
41,поживаешь,поживать,VERB,ROOT,[],"[37, 50]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Second|Tense=Pres|VerbForm=Fin|Voice=Act
50,?,?,PUNCT,punct,[41],[],
52,Надеюсь,надеяться,VERB,ROOT,[],"[64, 78]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Mid
59,",",",",PUNCT,punct,"[64, 52]",[],
61,не,не,PART,advmod,"[64, 52]",[],Polarity=Neg
64,играл,играть,VERB,ccomp,[52],"[59, 61, 74]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
70,без,без,ADP,case,"[74, 64, 52]",[],
74,меня,я,PRON,obl,"[64, 52]",[70],Case=Gen|Number=Sing|Person=First
78,?,?,PUNCT,punct,[52],[],
80,Смотри,смотреть,VERB,ROOT,[],"[93, 100]",Aspect=Imp|Mood=Imp|Number=Sing|Person=Second|VerbForm=Fin|Voice=Act
86,",",",",PUNCT,punct,"[93, 80]",[],
88,а,а,CCONJ,cc,"[93, 80]",[],
90,то,то,SCONJ,mark,"[93, 80]",[],
93,обижусь,обидеться,VERB,conj,[80],"[86, 88, 90]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Mid
100,!,!,PUNCT,punct,[80],[],
102,У,у,ADP,case,[104],[],
104,меня,я,PRON,ROOT,[],"[102, 109, 113, 115, 116, 125, 142]",Case=Gen|Number=Sing|Person=First
109,все,все,PRON,nsubj,[104],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
113,по,по,ADV,advmod,[104],[],Degree=Pos
115,-,-,ADV,advmod,[104],[],Degree=Pos
116,старому,старому,ADV,advmod,[104],[],Degree=Pos
123,:,:,PUNCT,punct,"[125, 104]",[],
125,учеба,учёба,NOUN,nsubj,[104],"[123, 132]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
130,",",",",PUNCT,punct,"[132, 125, 104]",[],
132,тренировка,тренировка,NOUN,conj,"[125, 104]",[130],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
142,...,...,PUNCT,punct,[104],[],
146,Скоро,скоро,ADV,advmod,[152],[],Degree=Pos
152,пойду,пойти,VERB,ROOT,[],"[146, 158, 198, 211]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
158,учиться,учиться,VERB,xcomp,[152],[169],Aspect=Imp|VerbForm=Inf|Voice=Mid
166,на,на,ADP,case,"[169, 158, 152]",[],
169,права,право,NOUN,obl,"[158, 152]",[166],Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
174,",",",",PUNCT,punct,"[198, 152]",[],
176,так,так,ADV,mark,"[198, 152]",[180],Degree=Pos
180,что,что,SCONJ,fixed,"[176, 198, 152]",[],
184,не,не,PART,advmod,"[187, 198, 152]",[],Polarity=Neg
187,один,один,NUM,nummod,"[198, 152]",[184],Case=Nom|Gender=Masc|Number=Sing
