Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
то_PRON,-0.14,0.01911,13,18.67,big5_lex_описание.tsv
и_CCONJ,0.15,0.03573,19,34.91,big5_lex_повествование.tsv
-_PRON,-0.13,0.03744,12,36.58,big5_lex_описание.tsv
не_PART,0.15,0.03834,18,37.46,big5_lex_повествование.tsv
