Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
на_ADP,0.24,0.00011,12,0.08,big5_lex_описание.tsv
в_ADP,0.19,0.00656,14,4.6,big5_lex_повествование.tsv
не_PART,0.15,0.03064,32,21.51,big5_lex_повествование.tsv
