Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
план_NOUN,0.2,0.00089,12,0.34,big5_lex_описание.tsv
на_ADP,0.17,0.00733,17,2.82,big5_lex_описание.tsv
