	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14
9	9	82_суматоха-спокойствие	-0.6682801208528178	9.936608467275427e-09	58	5.763232911019749e-07	58_формирование-перестройка	0.3569470958260812	0.03010471646438603	37.0	1.113874509182283	4_праздник-быт	-0.4633030291597088	0.013029795671341349	28.0	0.3648342787975577	190_погода-животное	-0.9879034605998224	0.0015941749640972804	5.0	0.0079708748204864	234_холодное_отношение-тёплое_отношение	-0.6015190093120792	0.038539281634220164	12.0	0.4624713796106419						48_отдаление-приближение	-0.558721360304588	0.03038826168749938	15.0	0.4558239253124908	259_процесс-итог	0.995993603559296	0.0040063964407041075	4.0	0.01602558576281643											57_улица-дом	-0.9920157785126869	0.007984221487313148	4.0	0.031936885949252584																				
10	10	40_уклад_жизни-дисциплина	-0.6637061063572006	1.35879328014936e-08	58	7.881001024866288e-07	17_полемика-консенсус	-0.3542857347484685	0.031444807604728585	37.0	1.163457881374958	113_скрытность-прозрачность	-0.4616361409199536	0.01340394469676306	28.0	0.3753104515093657	205_отдых-рабочий_процесс	0.9863716363450401	0.0019059417580602168	5.0	0.009529708790301085	271_бюрократия-творчество	-0.5883520277072639	0.04418533296372831	12.0	0.5302239955647398						268_отдых-работа	0.5579686817222496	0.030660397237619975	15.0	0.4599059585642997	36_спокойствие-деятельность	0.9954714772388829	0.0045285227611172605	4.0	0.018114091044469042											46_идея-реализация	0.990970571766536	0.009029428233463864	4.0	0.03611771293385546																				
11	11	49_развитие-откат	-0.6622064557531421	1.5038548189725624e-08	58	8.722357950040863e-07	52_близость-расстояние	0.3537539183021535	0.03171837499970912	37.0	1.1735798749892372	182_светское_общество-религия	-0.457691601827784	0.014325014261193562	28.0	0.4011003993134197	188_страх-надёжность	-0.9850036706071968	0.002199540562210003	5.0	0.010997702811050015	160_победа-поражение	0.5832621768289022	0.04651680309801813	12.0	0.5582016371762175						56_протест-мир	-0.5579521249947881	0.03066640398465027	15.0	0.4599960597697541	228_народ-власть	0.994696332448429	0.005303667551570968	4.0	0.02121467020628387											193_порядок-беспорядок	0.9908174077081768	0.009182592291823277	4.0	0.036730369167293116																				
12	12	35_кончина-вечное_искусство	-0.6596395241461981	1.7866362774073863e-08	58	1.036249040896284e-06	60_восстание-смирение	-0.3528519532161311	0.03218680704617583	37.0	1.190911860708506	167_дополнение-устранение	-0.4555427139272039	0.014848486762928725	28.0	0.4157576293620043	119_окончание-процесс	0.9840237930879868	0.0024182482025055267	5.0	0.012091241012527629											152_исчезнование-появление	-0.5563144061629838	0.031264958124690864	15.0	0.4689743718703629	14_изобилие-недостаток	-0.9946193187210582	0.005380681278941757	4.0	0.021522725115767027											223_бытовые_ситуации-глобальные_происшествия	0.9888873481852116	0.011112651814788377	4.0	0.044450607259153514																				
13	13	251_недостаток-достоинство	-0.6542926883553764	2.544601408825004e-08	58	1.4758688171185022e-06	146_разум-чувство	-0.3470857633825092	0.035317151813379535	37.0	1.3067346170950431	240_осторожность-риск	0.4538001059496186	0.015284537943625682	28.0	0.4279670624215191	204_столкновение-мир	-0.9830783154788488	0.002635686928207482	5.0	0.01317843464103741											157_отсутствие_чувств-чувства	0.5545208850364771	0.03193049668744343	15.0	0.4789574503116515	194_контроль-бесконтрольность	0.9944275016586503	0.005572498341349652	4.0	0.022289993365398608											267_неволя-свобода	-0.988223586502988	0.011776413497011862	4.0	0.04710565398804745																				
14	14	117_живая_природа-неживая_природа	-0.6440132849206366	4.926052368963885e-08	58	2.8571103739990533e-06	72_недостаток-достоинство	-0.34692458201787346	0.0354080993335446	37.0	1.3100996753411502	156_физический_труд-умственный_труд	-0.4537648245508136	0.015293474669217598	28.0	0.4282172907380927	54_реальность-когнитивные_процессы	0.9826867219484196	0.0027275437978072524	5.0	0.013637718989036264											53_подчинение-неповиновение	0.5543232551084715	0.032004479405914284	15.0	0.4800671910887142	79_многообразие-единство	0.9927036988162256	0.007296301183774445	4.0	0.02918520473509778											67_неизменность-изменение	0.9876824340451708	0.012317565954829137	4.0	0.04927026381931654																				
15	15	197_проблема-решение_проблем	0.6320279997937512	1.0321176550685485e-07	58	5.986282399397581e-06	92_жизнь-смерть	0.34654292768411915	0.0356242120510698	37.0	1.3180958458895824	45_наука-быт	0.4511087897268822	0.015978775882145968	28.0	0.4474057247000872	180_потребление-вывод	0.982586801139312	0.002751148735059835	5.0	0.013755743675299177											279_соблюдение_закона-правонарушение	0.5524652343479496	0.03270634611920395	15.0	0.4905951917880592	160_победа-поражение	0.9911800910355408	0.008819908964458945	4.0	0.03527963585783578											211_больница-дом	0.9858078142215791	0.014192185778420853	4.0	0.05676874311368341																				
16	16	136_апатия-взбудораженность	-0.616890192288069	2.5139028196368086e-07	58	1.4580636353893493e-05	219_соблюдение_закона-правонарушение	-0.344584510107505	0.0367501592797633	37.0	1.359755893351242	213_обозрение-сокрытие	-0.4472640629949699	0.017015589542043123	28.0	0.4764365071772074	46_идея-реализация	-0.9811899918511592	0.0030880773304463307	5.0	0.015440386652231653											295_прощение-мстительность	0.5491723438841295	0.03397855647741986	15.0	0.5096783471612979	19_быстрое_явление-длительное_явление	0.9905887792182064	0.009411220781793572	4.0	0.03764488312717429											19_быстрое_явление-длительное_явление	-0.9853508782616094	0.014649121738390612	4.0	0.05859648695356245																				
17	17	71_изобилие-недостаток	0.603862194556595	5.213483704394251e-07	58	3.023820548548666e-05	65_серьёзность-веселье	-0.3437301775514864	0.03725033443102187	37.0	1.378262373947809	253_соблюдение_закона-правонарушение	0.4456723424070693	0.017460776485741892	28.0	0.4889017416007729	217_завоевание-бегство	-0.9798492386133902	0.003423371077060146	5.0	0.017116855385300733											11_приобретение-постоянное_местонахождение	0.5487714603295452	0.03413593509688551	15.0	0.5120390264532827	151_забытье-сознание	0.9897026096291136	0.010297390370886285	4.0	0.04118956148354514											218_трусость-мужество	0.9850132702577414	0.014986729742258563	4.0	0.059946918969034264																				
18	18	91_здоровье-болезнь	0.5980122650368427	7.158618389479162e-07	58	4.151998665897914e-05	61_единство-разрозренность	-0.3432192389673754	0.037552105386287976	37.0	1.3894278992926552	266_мир-война	0.4443925256784509	0.017825653023281682	28.0	0.4991182846518871	174_праздник-быт	0.9766121497478241	0.0042784833460406645	5.0	0.02139241673020332											221_получение_денег-отсутствие_денег	0.5483042438033218	0.03432004362437808	15.0	0.5148006543656712	2_неживая_природа-живая_природа	-0.989622129489242	0.010377870510758114	4.0	0.041511482043032455											164_устранение-дополнение	-0.9839638195202416	0.016036180479758518	4.0	0.06414472191903409																				
19	19	187_гармония-конфликт	0.5966784106026471	7.688563555964479e-07	58	4.4593668624593976e-05	293_соблюдение_закона-правонарушение	0.3414922917735765	0.03858683162790156	37.0	1.4277127702323578	33_абстрактная_работа-конкретная_работа	-0.44245044310884707	0.01839132377670816	28.0	0.5149570657478284	194_контроль-бесконтрольность	-0.9745586068369504	0.0048526711837902844	5.0	0.02426335591895142											137_вертикальные_отношения-горизонтальные_отношения	-0.5480450034700132	0.03442251883641085	15.0	0.5163377825461627	121_несовременность-актуальность	0.9893026782192414	0.01069732178075855	4.0	0.0427892871230342											132_правонарушение-соблюдение_закона	-0.9838261038826608	0.016173896117339326	4.0	0.0646955844693573																				
20	20	279_соблюдение_закона-правонарушение	0.5907598155311886	1.0514660003295144e-06	58	6.098502801911182e-05	273_жар-холод	0.34017224951107644	0.0393932776727304	37.0	1.4575512738910246	36_спокойствие-деятельность	0.4418051129468499	0.01858252758978103	28.0	0.5203107725138689	78_популярность-безвестность	-0.9741245477525468	0.004977060695653287	5.0	0.024885303478266438											25_скрытность-прозрачность	-0.5464950581780281	0.03503998886493141	15.0	0.5255998329739712	61_единство-разрозренность	0.9891367128429476	0.010863287157052315	4.0	0.04345314862820926											213_обозрение-сокрытие	-0.9822517805598924	0.017748219440107516	4.0	0.07099287776043006																				
21	21	191_техническое_взаимодействие-животные_взаимоотношения	0.5756044539874055	2.279669468097754e-06	58	0.00013222082914966974	248_спор-согласие	0.3375590482805571	0.04103009451519332	37.0	1.5181134970621526	272_образование-невежество	-0.44176840008299584	0.01859345416690534	28.0	0.5206167166733494	70_единство-разрозренность	-0.9740116330179144	0.00500958881559129	5.0	0.025047944077956456											95_доброта-злость	0.5460949992536271	0.03520070320436699	15.0	0.5280105480655048	8_застой-работа	0.9888280086107192	0.011171991389280713	4.0	0.04468796555712285											35_кончина-вечное_искусство	-0.9800909835773508	0.0199090164226492	4.0	0.07963606569059678																				
22	22	164_устранение-дополнение	0.571994519224835	2.725603990246033e-06	58	0.00015808503143426993	215_творчество-власть	-0.337466869339507	0.041088822892685915	37.0	1.5202864470293789	48_отдаление-приближение	-0.4404190407219906	0.018998737081293408	28.0	0.5319646382762154	146_разум-чувство	-0.973659173702412	0.0051115725142163405	5.0	0.02555786257108171											195_болезнь-работа	-0.5448992620166662	0.03568435362712512	15.0	0.5352653044068768	297_юмор-суровость	-0.9878864761647216	0.012113523835278528	4.0	0.04845409534111411											298_очевидный-скрытый	-0.9796872769121412	0.020312723087858697	4.0	0.08125089235143479																				
23	23	93_учёба-отдых	0.5508381935666463	7.451239100144908e-06	58	0.00043217186780840464	249_порыв-покой	-0.3348564551733143	0.04278042183347198	37.0	1.5828756078384632	199_уют-неуют	-0.4384871258070914	0.019591610811362032	28.0	0.5485651027181369	13_личные_отношения-иерархические_отношения	0.9733780373166058	0.00519340348256016	5.0	0.0259670174128008											162_история-одномоментное_происшествие	0.5446198696965221	0.03579807500083956	15.0	0.5369711250125934	140_шум-тишина	-0.9873072061290272	0.012692793870972665	4.0	0.05077117548389065											297_юмор-суровость	0.9794258289346534	0.020574171065346647	4.0	0.08229668426138659																				
24	24	61_единство-разрозренность	-0.5379189091115592	1.3323778522538075e-05	58	0.0007727791543072082	159_реальная_жизнь-выдуманная_жизнь	0.33480854395149073	0.042811987375420704	37.0	1.584043532890566	194_контроль-бесконтрольность	0.43796995935229466	0.019752873422282484	28.0	0.5530804558239095	167_дополнение-устранение	-0.9729585027955568	0.005316312312177044	5.0	0.02658156156088522											213_обозрение-сокрытие	-0.544563875720058	0.03582089887082169	15.0	0.5373134830623253	298_очевидный-скрытый	0.9872109021158996	0.012789097884100431	4.0	0.051156391536401724											29_негативные_чувства-духовные_чувства	0.979197024496574	0.020802975503425917	4.0	0.08321190201370365																				
25	25	246_чистота-беспорядок	0.5302912766302438	1.857085943210676e-05	58	0.001077109847062192	33_абстрактная_работа-конкретная_работа	0.3345364642685519	0.04299159994196167	37.0	1.5906891978525817	186_движение-неподвижность	-0.4352786268440562	0.020609775764613904	28.0	0.5770737214091893	140_шум-тишина	0.9716835123918044	0.005695602058162385	5.0	0.028478010290811918											89_апатия-взбудораженность	-0.542209078700764	0.03679063805883776	15.0	0.5518595708825663	279_соблюдение_закона-правонарушение	0.986531558344344	0.013468441655655859	4.0	0.053873766622623435											77_природные_процессы-военные_процессы	0.978411868120482	0.021588131879518132	4.0	0.08635252751807254																				
26	26	284_учеба-производство	0.5257344384228225	2.2559638273600475e-05	58	0.0013084590198688276	244_смерть-жизнь	0.3339278983311276	0.0433955477293535	37.0	1.6056352659860795	176_животное-человек	0.4337402908294382	0.021113106460556388	28.0	0.5911669808955788	81_религия-наука	-0.971537371593846	0.005739624217357622	5.0	0.02869812108678811											270_древность-современность	-0.5409882490635248	0.03730104775069287	15.0	0.559515716260393	190_погода-животное	-0.9865203733803672	0.013479626619632756	4.0	0.05391850647853103											52_близость-расстояние	-0.97751303912199	0.022486960878009943	4.0	0.08994784351203977																				
27	27	53_подчинение-неповиновение	0.5225016357384795	2.5855125276404778e-05	58	0.0014995972660314773	224_власть-отставка	-0.33062659260271043	0.04564060259817492	37.0	1.6887022961324718	250_быт-война	-0.43214276339780733	0.02164641862684693	28.0	0.6060997215517139	107_мир-драка	0.9711456720082792	0.0058581655644123366	5.0	0.02929082782206168											116_смерть-жизнь	0.5371889240379073	0.038923348513905255	15.0	0.5838502277085789	110_негативные_эмоции-положительные_эмоции	0.9863769189334812	0.013623081066518659	4.0	0.054492324266074636											282_путешествие-домоседство	-0.9747010380144504	0.025298961985549484	4.0	0.10119584794219794																				
28	28	81_религия-наука	0.5200334615239389	2.866495639179601e-05	58	0.0016625674707241686	74_тёплые_чувства-холодные_чувства	-0.33048536286833585	0.04573869400985986	37.0	1.6923316783648148	47_журналистика-литература	0.4319374302379955	0.021715758859368443	28.0	0.6080412480623164	102_фантастика-реальность	0.9710622918041648	0.005883502074956851	5.0	0.029417510374784257											237_низшие_слои-высшие_слои	-0.5350468899774756	0.03986085595280415	15.0	0.5979128392920622	147_рассудительность-беспокойство	0.9853701835284951	0.01462981647150474	4.0	0.058519265886018974											110_негативные_эмоции-положительные_эмоции	-0.9740968777942186	0.025903122205781396	4.0	0.10361248882312556																				
29	29	283_героизм-малодушие	-0.518685073267185	3.0316701488287867e-05	58	0.0017583686863206962	289_недовольство-радость	-0.3273463048295699	0.047963123702100686	37.0	1.7746355769777251	284_учеба-производство	0.4311354609460383	0.02198832468578828	28.0	0.6156730912020718	120_усталость-покой	-0.969528402664914	0.006355966992476435	5.0	0.03177983496238217											299_веселье-грусть	0.5321228605073394	0.041167623737714855	15.0	0.6175143560657228	278_физический_труд-умственный_труд	-0.9853552611085228	0.014644738891477329	4.0	0.058578955565909314											50_проблема-взаимовыручка	-0.9736299909626984	0.026370009037301582	4.0	0.10548003614920633																				
30	30	219_соблюдение_закона-правонарушение	0.5130836406766417	3.816454274223841e-05	58	0.002213543479049828	292_экстрим-повседневность	-0.32561215887808864	0.049228769965966465	37.0	1.821464488740759	27_труд-фортуна	0.4301536088846067	0.022325831680588833	28.0	0.6251232870564872	52_близость-расстояние	0.9668367579722869	0.00721351723945098	5.0	0.0360675861972549											275_жизненный_процесс-кончина	-0.5314300009095446	0.04148187807040584	15.0	0.6222281710560876	62_жизнь-смерть	-0.9851766282031832	0.014823371796816696	4.0	0.059293487187266784											89_апатия-взбудораженность	-0.9735306163626424	0.026469383637357517	4.0	0.10587753454943004																				
