	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14
31	31	167_дополнение-устранение	-0.5130029793321741	3.829014191324715e-05	58	0.002220828230968335						139_свобода-неволя	-0.4288945011909272	0.022764830892046273	28.0	0.6374152649772956	147_рассудительность-беспокойство	-0.9666102607920604	0.007287292901507677	5.0	0.03643646450753838											276_начало-конец	-0.5288525188357337	0.04266658787287066	15.0	0.6399988180930599	155_поражение-победа	0.9847858165437692	0.015214183456230712	4.0	0.06085673382492285											87_народ-власть	-0.9732175205081456	0.026782479491854302	4.0	0.10712991796741722																				
32	32	157_отсутствие_чувств-чувства	0.5121977194528025	3.956511366153128e-05	58	0.0022947765923688143						82_суматоха-спокойствие	-0.4282558236592081	0.022990192977868282	28.0	0.6437254033803117	62_жизнь-смерть	-0.9660986937825308	0.007454828118221374	5.0	0.03727414059110688											227_иерархия-равенство	0.5284176062538344	0.04286893926809009	15.0	0.6430340890213513	296_равенство-иерархия	0.9843376746014656	0.015662325398534294	4.0	0.06264930159413717											260_быт-искусство	-0.9723948264409128	0.027605173559087315	4.0	0.11042069423634926																				
33	33	47_журналистика-литература	0.5051136126757491	5.259282889438484e-05	58	0.0030503840758743204						61_единство-разрозренность	-0.4276537255279488	0.02320431321132609	28.0	0.6497207699171305	105_сущность-внешность	0.9648595747789336	0.007865781121392594	5.0	0.03932890560696296											154_знание-сомнение	0.5257723914516316	0.04411504123798711	15.0	0.6617256185698066	162_история-одномоментное_происшествие	0.9828538309647471	0.017146169035253008	4.0	0.06858467614101205											162_история-одномоментное_происшествие	-0.9710879042632324	0.02891209573676745	4.0	0.1156483829470698																				
34	34	260_быт-искусство	0.5036855211536615	5.565661072400029e-05	58	0.0032280834219920174						22_деятельность_наверху-деятельность_в_земле	-0.4276300769124568	0.023212756332002985	28.0	0.6499571772960836	109_убожество-роскошь	0.9638583532430128	0.008203085661217023	5.0	0.04101542830608512											150_безопасность-опасность	-0.5254987168067048	0.04424547764840326	15.0	0.6636821647260489	111_нежелание-желание	0.9826811531434512	0.01731884685654872	4.0	0.06927538742619488											24_активность-пассивность	-0.9707103694650412	0.029289630534958918	4.0	0.11715852213983567																				
35	35	95_доброта-злость	0.5004927532313068	6.311010770243326e-05	58	0.003660386246741129						79_многообразие-единство	0.4274680569474352	0.02327066881539033	28.0	0.6515787268309291	144_физический_труд-искусство	-0.9633444090460224	0.008378027733420789	5.0	0.04189013866710395											19_быстрое_явление-длительное_явление	0.5227603354471404	0.045566394507228936	15.0	0.6834959176084341	59_увядание-расцвет	0.9803067721257324	0.019693227874267527	4.0	0.07877291149707011											300_беспокойство-спокойствие	0.9702639307044959	0.029736069295503983	4.0	0.11894427718201595																				
36	36	111_нежелание-желание	0.4969533183532046	7.243985693452092e-05	58	0.004201511702202214						219_соблюдение_закона-правонарушение	-0.4263994798323121	0.023655582805050653	28.0	0.6623563185414183	141_микробиология-неопределенная_тема	0.9625023855683204	0.008667251208287607	5.0	0.04333625604143804											115_наследство-собственность	0.5217816993429315	0.04604545966204261	15.0	0.6906818949306391	56_протест-мир	-0.9797957953117366	0.02020420468826345	4.0	0.0808168187530538											145_высказывание-умалчивание	-0.9702054989268872	0.02979450107311277	4.0	0.11917800429245108																				
37	37	168_работа-праздность	-0.4912188068798474	9.028310313315805e-05	58	0.005236419981723167						136_апатия-взбудораженность	-0.4261828796167452	0.02373423439677377	28.0	0.6645585631096654	272_образование-невежество	-0.9596393000118779	0.009674422014307842	5.0	0.048372110071539215											65_серьёзность-веселье	-0.5207090453218497	0.04657481330817393	15.0	0.6986221996226091	46_идея-реализация	0.9783338549688072	0.02166614503119291	4.0	0.08666458012477163											230_отступление-наступление	-0.9692902449006472	0.030709755099352812	4.0	0.12283902039741125																				
38	38	37_низ-верх	-0.4882505112022758	0.00010102823599203189	58	0.00585963768753785						114_церковь-мирская_жизнь	-0.4261286753972188	0.023753950301273204	28.0	0.6651106084356497	43_энергия-покой	-0.9587988917134956	0.00997688231265691	5.0	0.04988441156328455											210_спешка-неторопливость	-0.5190320911891378	0.04741137545708616	15.0	0.7111706318562924	31_интеллект-культура	0.9782293020290184	0.021770697970981745	4.0	0.08708279188392698											56_протест-мир	0.964416104155258	0.035583895844742086	4.0	0.14233558337896834																				
39	39	4_праздник-быт	-0.4799032022516606	0.00013784831001914681	58	0.007995201981110514						74_тёплые_чувства-холодные_чувства	0.4254806274381751	0.023990703705033697	28.0	0.6717397037409435	29_негативные_чувства-духовные_чувства	-0.9586622520826508	0.010026346208977865	5.0	0.05013173104488931											234_холодное_отношение-тёплое_отношение	0.5168867152651063	0.04849771385177473	15.0	0.727465707776621	89_апатия-взбудораженность	-0.9782181262813486	0.021781873718651368	4.0	0.08712749487460547											200_природа-техника	0.9633625284676058	0.03663747153239416	4.0	0.14654988612957665																				
40	40	175_нематериальное-материальное	-0.4785122166879094	0.00014506243557569254	58	0.008413621263390167						111_нежелание-желание	0.4253650169934448	0.024033141607557682	28.0	0.672927965011615	6_холодное_отношение-тёплое_отношение	0.9567688389484994	0.010719949582860544	5.0	0.05359974791430272											45_наука-быт	-0.5165840561216163	0.04865243277689689	15.0	0.7297864916534533	157_отсутствие_чувств-чувства	0.9777912277471268	0.02220877225287321	4.0	0.08883508901149284											9_трудности-отсутствие_проблем	-0.9629388015310468	0.03706119846895317	4.0	0.14824479387581269																				
41	41	166_порядочность-мошенничество	0.4758197137400054	0.00016001782962876232	58	0.009281034118468215						246_чистота-беспорядок	0.4231541337516714	0.024856555207236185	28.0	0.6959835458026131	83_речь-текст	0.9567626687402296	0.01072223462023042	5.0	0.0536111731011521																218_трусость-мужество	-0.9744614638690032	0.02553853613099677	4.0	0.10215414452398708											22_деятельность_наверху-деятельность_в_земле	0.9627322166556188	0.0372677833443813	4.0	0.1490711333775252																				
42	42	185_беда-счастье	0.4692873826201933	0.00020234778377182418	58	0.011736171458765805						201_вирус-растение	0.4184750705023409	0.02667505855948433	28.0	0.7469016396655613	275_жизненный_процесс-кончина	0.956442332429276	0.010841084757059086	5.0	0.05420542378529543																248_спор-согласие	0.9742284309746831	0.025771569025316854	4.0	0.10308627610126743											116_смерть-жизнь	-0.9593803112506822	0.04061968874931776	4.0	0.16247875499727105																				
43	43	294_испытание-безмятежность	0.4687211365788335	0.0002064610471888952	58	0.011974740736955923						68_власть-народ	-0.4183010501454634	0.02674472001280189	28.0	0.7488521603584529	99_благоразумие-безолаберность	0.9514021389407041	0.012766391441557744	5.0	0.06383195720778873																256_фильм-жизнь	-0.974127237732626	0.02587276226737412	4.0	0.10349104906949648											83_речь-текст	-0.9592826429973828	0.04071735700261725	4.0	0.162869428010469																				
44	44	52_близость-расстояние	-0.4668796859268912	0.00022037128536984862	58	0.01278153455145122						2_неживая_природа-живая_природа	-0.4168870834649217	0.02731623417361514	28.0	0.7648545568612239	71_изобилие-недостаток	0.9480427829863584	0.014105507719640762	5.0	0.07052753859820382																263_влияние-зависимость	0.9732918119552252	0.026708188044774928	4.0	0.10683275217909972											168_работа-праздность	0.9582396839895629	0.04176031601043695	4.0	0.1670412640417478																				
45	45	142_равенство-иерархия	-0.4654939695642194	0.00023139744095448632	58	0.013421051575360207						157_отсутствие_чувств-чувства	0.4151809701837709	0.02801898280502241	28.0	0.7845315185406276	48_отдаление-приближение	-0.9476008872965348	0.014284877203060684	5.0	0.07142438601530343																20_покой-беспокойство	-0.9727083933499788	0.02729160665002117	4.0	0.10916642660008467											238_дистанция-близость	-0.9578762368412188	0.042123763158781184	4.0	0.16849505263512474																				
46	46	50_проблема-взаимовыручка	-0.4623113065861778	0.0002586534045412641	58	0.015001897463393319						298_очевидный-скрытый	0.4151357070973489	0.02803782433066113	28.0	0.7850590812585115	17_полемика-консенсус	0.9457192330306784	0.015056873692022618	5.0	0.0752843684601131																249_порыв-покой	-0.9723160729316491	0.027683927068350992	4.0	0.11073570827340397											48_отдаление-приближение	0.9551837201324056	0.0448162798675944	4.0	0.1792651194703776																				
47	47	2_неживая_природа-живая_природа	-0.4575851523903681	0.0003045550926638963	58	0.017664195374505982						233_неопределенная_тема-часть_целого	-0.4149195424784252	0.02812794820722684	28.0	0.7875825498023515	225_кража-находка	0.94356979531576	0.015954774191216766	5.0	0.07977387095608382																238_дистанция-близость	0.9716685060196344	0.02833149398036572	4.0	0.11332597592146287											244_смерть-жизнь	0.9529224799921412	0.0470775200078587	4.0	0.1883100800314348																				
48	48	220_власть-наука	-0.4550395044377094	0.0003322438440768087	58	0.019270142956454902						270_древность-современность	-0.4137537222416877	0.0286180611673357	28.0	0.8013057126853996	201_вирус-растение	0.9421226420932906	0.016568766963157722	5.0	0.08284383481578861																10_рутина-отдых	0.97057622088534	0.029423779114659883	4.0	0.1176951164586395											16_воля-неволя	0.9525993479052324	0.047400652094767626	4.0	0.1896026083790705																				
49	49	29_негативные_чувства-духовные_чувства	-0.4544010235748078	0.0003395387286093778	58	0.019693246259343912						102_фантастика-реальность	0.4136374557861874	0.028667316707521293	28.0	0.8026848678105962	215_творчество-власть	-0.9420097276877448	0.016616990330228204	5.0	0.08308495165114102																66_курируемый-куратор	-0.9704401016618084	0.029559898338191726	4.0	0.1182395933527669																																			
50	50	180_потребление-вывод	0.452841265380033	0.0003579764859733033	58	0.02076263618645159						107_мир-драка	0.4133551954692905	0.02878718018709094	28.0	0.8060410452385462	243_проблема-решение_проблем	-0.9417777798503166	0.016716193263184572	5.0	0.08358096631592286																134_физическое-абстрактное	-0.9685905566497032	0.03140944335029694	4.0	0.12563777340118776																																			
51	51	138_война-мир	-0.44952106334092734	0.00040029139343107764	58	0.0232169008190025						228_народ-власть	0.4125560183818381	0.0291287579545032	28.0	0.8156052227260896	221_получение_денег-отсутствие_денег	-0.9415682748347156	0.0168059624410945	5.0	0.08402981220547248																47_журналистика-литература	0.9681711142262792	0.03182888577372078	4.0	0.12731554309488313																																			
52	52	78_популярность-безвестность	0.4485052261337581	0.0004141175353559219	58	0.02401881705064347						88_лишение-наделение	0.4113837496234889	0.029635727174836264	28.0	0.8298003608954154	91_здоровье-болезнь	0.9412052452451186	0.016961883887599862	5.0	0.08480941943799931																99_благоразумие-безолаберность	0.9679105789668848	0.032089421033115066	4.0	0.1283576841324603																																			
53	53	150_безопасность-опасность	-0.4481173108955638	0.0004195107418559193	58	0.024331623027643315						134_физическое-абстрактное	-0.4104086024313696	0.030062863524149924	28.0	0.8417601786761979	142_равенство-иерархия	0.9404812880757906	0.017274218127753097	5.0	0.08637109063876547																106_кончина-вечное_искусство	0.9676029331057209	0.032397066894279014	4.0	0.12958826757711606																																			
54	54	9_трудности-отсутствие_проблем	0.4412146578693067	0.0005267819748951307	58	0.030553354543917582						125_разработка-разрушение	-0.4084549487776841	0.030933578218014013	28.0	0.8661401901043922	74_тёплые_чувства-холодные_чувства	-0.94019076403825	0.017400077811919722	5.0	0.08700038905959863																197_проблема-решение_проблем	-0.9675389367731984	0.032461063226801645	4.0	0.12984425290720658																																			
55	55	151_забытье-сознание	0.43393659205675256	0.0006662889078077551	58	0.0386447566528498						148_усталость-бодрость	-0.4076112874876228	0.031315825670655564	28.0	0.8768431187783559	14_изобилие-недостаток	0.9394385766886436	0.017727313630115017	5.0	0.0886365681505751																118_покой-беспокойство	0.966978419826798	0.033021580173201885	4.0	0.13208632069280754																																			
56	56	59_увядание-расцвет	0.4308679845157896	0.0007345248282484764	58	0.04260244003841163						137_вертикальные_отношения-горизонтальные_отношения	-0.4072339701209727	0.03148801015297078	28.0	0.881664284283182	100_труд-отдых	-0.939300938397712	0.017787406691195076	5.0	0.08893703345597538																25_скрытность-прозрачность	-0.9662608227714874	0.033739177228512614	4.0	0.13495670891405045																																			
57	57	176_животное-человек	0.4290665474386379	0.0007774641838722103	58	0.04509292266458819						60_восстание-смирение	-0.4071916811253443	0.031507355754073645	28.0	0.882205961114062	270_древность-современность	-0.9364799505480859	0.01903348465023294	5.0	0.0951674232511647																177_изыскание-решение	-0.9658266191602556	0.034173380839744534	4.0	0.1366935233589781																																			
58	58	129_успех-беда	0.4240473242507837	0.0009093183686553811	58	0.052740465382012096						81_религия-наука	0.40661077935305096	0.03177406786604426	28.0	0.8896739002492393	122_неопределенная_тема-здоровье	0.93565030837386	0.0194051302568776	5.0	0.097025651284388																133_торможение-развитие	-0.9652133423290052	0.03478665767099487	4.0	0.13914663068397948																																			
59	59	89_апатия-взбудораженность	-0.4229365393763248	0.0009410923279407824	58	0.054583355020565376						91_здоровье-болезнь	0.4065175424088348	0.03181704522480346	28.0	0.8908772662944969	189_наука-религия	0.9324080710903059	0.020879650193812167	5.0	0.10439825096906086																253_соблюдение_закона-правонарушение	0.9642951575099864	0.03570484249001371	4.0	0.14281936996005484																																			
60	60	102_фантастика-реальность	0.4165210083057451	0.001144986668250394	58	0.06640922675852286						158_конец-начало	-0.4063204250798189	0.03190806031471879	28.0	0.8934256888121259	98_разрушение-поддержание	-0.9307432531211708	0.021650261126864585	5.0	0.10825130563432292																153_прерывание-продолжение	-0.962891632331774	0.03710836766822589	4.0	0.14843347067290358																																			
61	61	222_религия-повседневность	-0.4149969641631827	0.0011989149921424374	58	0.06953706954426135						6_холодное_отношение-тёплое_отношение	0.4059954525169027	0.03205856826143566	28.0	0.8976399113201985	156_физический_труд-умственный_труд	-0.9255008631528616	0.02413498779565944	5.0	0.1206749389782972																215_творчество-власть	0.9627288252971252	0.037271174702874665	4.0	0.14908469881149866																																			
62	62	218_трусость-мужество	-0.4124518688088085	0.00129407864025636	58	0.07505656113486889						118_покой-беспокойство	0.4059655087748917	0.03207246516416197	28.0	0.8980290245965352	237_низшие_слои-высшие_слои	-0.9252026629509034	0.02427892822539798	5.0	0.1213946411269899																82_суматоха-спокойствие	-0.9618885093274292	0.038111490672570913	4.0	0.15244596269028365																																			
63	63	140_шум-тишина	-0.4080894890142825	0.0014730658891035438	58	0.08543782156800554						278_физический_труд-умственный_труд	-0.4053788548616071	0.03234571236813923	28.0	0.9056799463078984	254_свобода-неволя	-0.9210482763712824	0.026312679235214482	5.0	0.1315633961760724																63_мир-война	0.9612757205653608	0.0387242794346393	4.0	0.1548971177385572																																			
64	64	104_неподвижность-подвижность	0.40244171337197215	0.0017376210876720241	58	0.10078202308497737						299_веселье-грусть	0.4050213615556377	0.03251314058588864	28.0	0.910367936404882	300_беспокойство-спокойствие	-0.9201933286726725	0.026737712835054404	5.0	0.13368856417527206																148_усталость-бодрость	-0.96077950355298	0.03922049644701997	4.0	0.15688198578807988																																			
65	65	123_отдых-работа	0.4020769385396497	0.0017560853760434528	58	0.10185295181052026						145_высказывание-умалчивание	0.4046833690346092	0.03267207718981022	28.0	0.914818161314686	92_жизнь-смерть	-0.9188827572361346	0.027393500391603855	5.0	0.13696750195801927																164_устранение-дополнение	0.9591057301528292	0.04089426984717104	4.0	0.16357707938868415																																			
66	66	25_скрытность-прозрачность	-0.4020736219284479	0.001756254059167321	58	0.10186273543170464						104_неподвижность-подвижность	0.40397800440790416	0.033005781444188316	28.0	0.9241618804372732	175_нематериальное-материальное	-0.9187773895846411	0.02744644640259636	5.0	0.13723223201298182																216_старость-смерть	0.958806974413912	0.04119302558608806	4.0	0.16477210234435224																																			
67	67	134_физическое-абстрактное	-0.4016982414186045	0.0017754398335200782	58	0.10297551034416454						19_быстрое_явление-длительное_явление	0.4029891213035429	0.03347823097891811	28.0	0.9373904674097072	170_спокойствие-суматоха	0.9175996109852468	0.028040499926747755	5.0	0.14020249963373874																173_отдых-работа	0.9585319894150376	0.04146801058496241	4.0	0.16587204233984965																																			
68	68	203_концепция-хаотичность	0.401164747138963	0.0018030292786893306	58	0.10457569816398116						181_дополнение-устранение	-0.4024184205888201	0.0337533557348737	28.0	0.9450939605764636	18_уменьшение-расширение	-0.9166058464156924	0.028544912298796767	5.0	0.14272456149398385																124_сражение-тыл	-0.957587118622697	0.042412881377303036	4.0	0.16965152550921214																																			
69	69	269_власть-беспорядок	-0.401083128131585	0.0018072838071662594	58	0.10482246081564303						214_спешка-неторопливость	0.4016971013281407	0.034103689443648964	28.0	0.9549033044221708	112_профессиональный-любительский	0.9163986771978536	0.02865043049012868	5.0	0.14325215245064338																88_лишение-наделение	0.9572882933886506	0.042711706611349376	4.0	0.1708468264453975																																			
70	70	183_неживая_природа-живая_природа	0.3977052659915848	0.001991426260559336	58	0.11550272311244147						234_холодное_отношение-тёплое_отношение	-0.40062292167314856	0.03463081373624414	28.0	0.969662784614836	65_серьёзность-веселье	-0.9141963222666324	0.02977986312025295	5.0	0.14889931560126474																75_действующее_лицо-зритель	0.9564053753657432	0.043594624634256784	4.0	0.17437849853702714																																			
71	71	116_смерть-жизнь	0.3973129987083535	0.0020138608091492148	58	0.11680392693065447						75_действующее_лицо-зритель	0.4004781617748428	0.034702348385760536	28.0	0.9716657548012952	137_вертикальные_отношения-горизонтальные_отношения	-0.9130254200264564	0.030386021634563994	5.0	0.15193010817281996																28_неисправность-отлаженность	0.9560408867129044	0.04395911328709545	4.0	0.1758364531483818																																			
72	72	177_изыскание-решение	-0.3953583365464779	0.0021290495293506484	58	0.1234848727023376						51_творческая_реализация - эмоциональное_переживание	-0.40005378185361695	0.03491274448879853	28.0	0.9775568456863588	8_застой-работа	0.9129379147688059	0.03043147908189605	5.0	0.15215739540948026																146_разум-чувство	-0.9558004586017032	0.04419954139829685	4.0	0.1767981655931874																																			
73	73	213_обозрение-сокрытие	-0.3947431571594458	0.002166498732965838	58	0.1256569265120186						147_рассудительность-беспокойство	0.3996899966105864	0.03509391366243761	28.0	0.9826295825482529	226_человек-транспорт	-0.9127934708494712	0.030506562874149837	5.0	0.15253281437074914																43_энергия-покой	-0.9556116284585798	0.04438837154142017	4.0	0.17755348616568067																																			
74	74	74_тёплые_чувства-холодные_чувства	0.3941531699316894	0.0022029650023703733	58	0.12777197013748165						86_доказательство-совпадение	0.3981845982360771	0.03585165913126662	28.0	1.0038464556754652	257_тёплые_чувства-холодные_чувства	0.911629290289586	0.031113881569242236	5.0	0.15556940784621118																189_наука-религия	0.9548886147520288	0.0451113852479712	4.0	0.1804455409918848																																			
75	75	289_недовольство-радость	-0.3934676945748471	0.0022460196869349487	58	0.13026914184222702						35_кончина-вечное_искусство	0.3981099381687797	0.03588957823782294	28.0	1.0049081906590422	5_польза-вред	0.9106754997238332	0.031614299764401416	5.0	0.1580714988220071																80_сон-бодрствование	-0.9548363374999166	0.04516366250008341	4.0	0.18065465000033365																																			
76	76	173_отдых-работа	0.3918969020943608	0.002347521599265498	58	0.13615625275739887						53_подчинение-неповиновение	0.3971872766485608	0.03636084913068277	28.0	1.0181037756591174	183_неживая_природа-живая_природа	0.9092142201421136	0.03238592566381243	5.0	0.16192962831906216																21_получение_результата-разработка	0.9546579552447418	0.04534204475525816	4.0	0.18136817902103264																																			
77	77	133_торможение-развитие	0.3884873225941521	0.00258202009861569	58	0.14975716571970998						243_проблема-решение_проблем	-0.3969842119096031	0.036465232138092336	28.0	1.0210264998665854	96_наука-быт	-0.9090927857570692	0.03245031683211783	5.0	0.16225158416058916																285_опасность-безопасность	0.9540179055860328	0.04598209441396717	4.0	0.18392837765586867																																			
78	78	267_неволя-свобода	0.3870405965099403	0.002687661174772265	58	0.15588434813679136						226_человек-транспорт	-0.3965169449374045	0.03670633733868745	28.0	1.027777445483249	28_неисправность-отлаженность	-0.9075948477385458	0.0332479658416362	5.0	0.16623982920818098																163_человек-инструмент	0.9521124263692956	0.047887573630704505	4.0	0.191550294522818																																			
79	79	285_опасность-безопасность	0.3833021727829007	0.002978644328542525	58	0.17276137105546646						58_формирование-перестройка	-0.3964293402072444	0.036751682368370266	28.0	1.0290471063143676	212_наука-быт	-0.9056270365928968	0.034305197993317965	5.0	0.17152598996658985																																																							
80	80	56_протест-мир	0.38265123006945184	0.003032074369968597	58	0.1758603134581786						256_фильм-жизнь	-0.3957592732571767	0.037100001498604485	28.0	1.0388000419609251	288_радость-недовольство	0.9016115008862082	0.0364951273049233	5.0	0.18247563652461649																																																							
81	81	188_страх-надёжность	-0.3811112016986449	0.0031618810810802108	58	0.1833891027026522						258_конец-начало	-0.3941150917258086	0.03796590057644159	28.0	1.0630452161403643	240_осторожность-риск	0.9000641328079507	0.03735048566412732	5.0	0.1867524283206366																																																							
82	82	60_восстание-смирение	-0.3737799313251816	0.0038498046561745007	58	0.22328867005812106						249_порыв-покой	0.39402052234961626	0.03801619241306388	28.0	1.0644533875657889	263_влияние-зависимость	-0.8991207373273604	0.037875071910924166	5.0	0.18937535955462087																																																							
83	83	36_спокойствие-деятельность	0.3730477941025622	0.0039252812010674215	58	0.22766630966191045						160_победа-поражение	0.3936962468357833	0.038189046328858584	28.0	1.0692932972080402	277_неживая_природа-живая_природа	-0.8962844666058319	0.03946618228707895	5.0	0.1973309114353948																																																							
84	84	77_природные_процессы-военные_процессы	-0.37302144258646	0.0039280220007495035	58	0.22782527604347125						225_кража-находка	0.3934756713232488	0.038306982046048856	28.0	1.072595497289368	233_неопределенная_тема-часть_целого	0.8958180905619784	0.03972980381124027	5.0	0.19864901905620136																																																							
85	85	272_образование-невежество	-0.3713689784068601	0.004103306842133696	58	0.2379917968437544						203_концепция-хаотичность	0.3934607721089141	0.03831495873708395	28.0	1.0728188446383506	7_чужбина-родной_дом	-0.8952946789486246	0.04002632972194055	5.0	0.20013164860970276																																																							
86	86	158_конец-начало	-0.3699607509358381	0.004258096710107279	58	0.24696960918622216						191_техническое_взаимодействие-животные_взаимоотношения	0.3923714241651169	0.03890177805717829	28.0	1.089249785600992	252_современность-древность	-0.8950323405311436	0.04017521493298987	5.0	0.20087607466494933																																																							
87	87	88_лишение-наделение	0.3662565771268892	0.004690111329744957	58	0.2720264571252075						116_смерть-жизнь	0.3913529995661477	0.03945686516395108	28.0	1.1047922245906303	202_отставание-лидерство	0.8929654239284812	0.04135438442943544	5.0	0.2067719221471772																																																							
88	88	242_отдых-работа	-0.36252866039753495	0.005163409133587435	58	0.29947772974807124						173_отдых-работа	0.3907206904660259	0.03980467166690803	28.0	1.1145308066734247	22_деятельность_наверху-деятельность_в_земле	-0.8915919962460709	0.04214389585250216	5.0	0.2107194792625108																																																							
89	89	62_жизнь-смерть	-0.3590800067812583	0.005638123310026783	58	0.3270111519815534						215_творчество-власть	-0.3903748631615068	0.03999592908295778	28.0	1.1198860143228178	77_природные_процессы-военные_процессы	-0.8902624416285175	0.042912691913125516	5.0	0.2145634595656276																																																							
90	90	145_высказывание-умалчивание	0.3574556302693521	0.005874694013851432	58	0.34073225280338304						96_наука-быт	-0.38743575855496615	0.04165114091382872	28.0	1.166231945587204	238_дистанция-близость	0.8885251368744005	0.04392388915153424	5.0	0.21961944575767126																																																							
91	91	189_наука-религия	0.3569688912248308	0.005947255803201216	58	0.3449408365856705						117_живая_природа-неживая_природа	-0.3866490797119127	0.04210330097476184	28.0	1.1788924272933314	66_курируемый-куратор	-0.8871566207421403	0.04472567664162996	5.0	0.22362838320814984																																																							
92	92	80_сон-бодрствование	-0.3509084464069311	0.006918723348965929	58	0.4012859542400239						244_смерть-жизнь	0.3863432611695372	0.04228012742711157	28.0	1.183843567959124	95_доброта-злость	0.8840358349134798	0.04657117991153283	5.0	0.23285589955766414																																																							
93	93	225_кража-находка	0.3506289102114125	0.006966697355573088	58	0.4040684466232391						94_проблема-решение_проблем	-0.3860158073783036	0.042470118063608016	28.0	1.1891633057810242	126_путешествие-конец_движения	0.8831577016728454	0.04709471613120926	5.0	0.2354735806560463																																																							
94	94	84_последовательность-разлад	-0.3478859457108594	0.007453078430842223	58	0.4322785489888489						207_фантастика-реальность	-0.3855395898859521	0.04274763360779977	28.0	1.1969337410183936	177_изыскание-решение	0.8826041632586582	0.04742568184191662	5.0	0.2371284092095831																																																							
95	95	232_проблема-решение_проблем	0.346782283104637	0.007656983448767486	58	0.4441050400285142						208_неживая_природа-живая_природа	-0.38548602615237465	0.0427789378546846	28.0	1.1978102599311686	232_проблема-решение_проблем	0.8783575055684756	0.04998900962769957	5.0	0.24994504813849786																																																							
96	96	70_единство-разрозренность	-0.3410233172902941	0.008801791264766691	58	0.5105038933564681						227_иерархия-равенство	-0.3844152531460147	0.04340856307841839	28.0	1.2154397661957148																																																												
97	97	153_прерывание-продолжение	-0.3373151968482943	0.00961524113036688	58	0.557683985561279						126_путешествие-конец_движения	0.3843676749908373	0.04343670942345604	28.0	1.2162278638567692																																																												
98	98	207_фантастика-реальность	-0.3365147205049857	0.009799157006556536	58	0.5683511063802791						108_творчество-власть	-0.384032515335258	0.04363539468738365	28.0	1.221791051246742																																																												
99	99	24_активность-пассивность	-0.336406795717022	0.009824185394350609	58	0.5698027528723354						73_наука-физический_труд	-0.3816993389651559	0.04503860360378754	28.0	1.261080900906051																																																												
100	100	127_начало-конец	-0.3357368586569976	0.009980790730614177	58	0.5788858623756221						217_завоевание-бегство	-0.3814987463657379	0.045160894165441424	28.0	1.2645050366323598																																																												
101	101	10_рутина-отдых	-0.33143483844700816	0.011038923217724044	58	0.6402575466279947						206_расслабление-напряжение	0.3814383572477769	0.04519776169249146	28.0	1.265537327389761																																																												
102	102	223_бытовые_ситуации-глобальные_происшествия	-0.3262134652401779	0.012452248096368058	58	0.7222303895893474						109_убожество-роскошь	-0.37957111900013135	0.04634953524221255	28.0	1.2977869867819516																																																												
