	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9	110	-0.16173099684906148	0.016850368665031375	218	3.6733803689768396																					7	-0.26538600427792386	0.02872507280289461	68.0	1.9533049505968334																					97	0.2672308646533185	0.02046347910006943	75.0	1.5347609325052074	158	0.23865099127779163	0.046635584505357514	70.0	3.264490915375026	214	0.31005187517439003	0.03198156243110765	48.0	1.5351149966931672	144	0.3642645928025096	0.03715430772936838	33.0	1.2260921550691566											228	0.3246375100546089	0.04995178315411071	37.0	1.8482159767020963
10	94	0.16048369034567309	0.01772655005185585	218	3.864387911304575																					4	-0.2638697683171939	0.0296842116601966	68.0	2.018526392893369																					297	0.26534674579543793	0.021403850421446064	75.0	1.605288781608455	257	-0.23799700919180164	0.047258050785793336	70.0	3.3080635550055337	126	0.3067281502677772	0.03396666799707193	48.0	1.6304000638594527	26	0.3623595178283691	0.03823227507244123	33.0	1.2616650773905607															
11	65	-0.160128002702227	0.017983561003672464	218	3.920416298800597																					240	0.2605319843906776	0.03189072425481631	68.0	2.168569249327509																					173	-0.2645117770500324	0.021832225581201528	75.0	1.6374169185901146	54	0.2361420384881432	0.04906088818606168	70.0	3.4342621730243175	229	-0.30547450685873623	0.03474138288416542	48.0	1.6675863784399403	157	-0.35637169997247176	0.04178594645219113	33.0	1.3789362329223072															
12	4	0.15985199913216736	0.018185221769534677	218	3.9643783457585595																					94	-0.2547288274618668	0.03605381832594745	68.0	2.4516596461644267																					50	0.26447157491488826	0.02185303404325918	75.0	1.6389775532444386						222	0.30541095804972096	0.03478103950996317	48.0	1.669489896478232	215	-0.3473912280806285	0.04760903745061346	33.0	1.5710982358702443															
13	225	-0.1587482217667347	0.019011473685752307	218	4.144501263494003																					100	-0.2533893684837958	0.03707645490816818	68.0	2.521198933755436																					16	0.26233157472696605	0.022985349242991213	75.0	1.7239011932243409						144	0.30305530321573093	0.03627763322763347	48.0	1.7413263949264066	260	-0.3469398316490673	0.04791801445667671	33.0	1.5812944770703314															
14	298	-0.1584236097956673	0.019260588206474024	218	4.1988082290113375																					209	-0.2531368788200656	0.037271900739568486	68.0	2.5344892502906573																					209	0.26047912755004204	0.02400543949047784	75.0	1.800407961785838						212	0.3020079595978403	0.036959866124540275	48.0	1.7740735739779332	54	-0.3466807141030133	0.04809610041593678	33.0	1.5871713137259138															
15	254	0.15764676304785835	0.019868289160410127	218	4.331287036969408																					265	-0.25290654896947645	0.03745093982943536	68.0	2.5466639084016047																					47	-0.2587902351408495	0.024968715810741605	75.0	1.8726536858056204						263	0.3014165642167071	0.03734974062949507	48.0	1.7927875502157635																				
16	241	-0.15580560790081788	0.021375331682484344	218	4.659822306781587																					46	-0.25191211122336915	0.03823216084635336	68.0	2.5997869375520284																					150	0.25789030715774125	0.02549524875470288	75.0	1.9121436566027161						61	0.2984784501807486	0.039337174126404195	48.0	1.8881843580674014																				
17	161	-0.15479169198382828	0.02224671874980633	218	4.84978468745778																					204	0.24728938519248225	0.04204356421823949	68.0	2.8589623668402853																					108	0.256662467416279	0.026228786804468825	75.0	1.967159010335162						208	-0.29585854518774884	0.041181808393637095	48.0	1.9767268028945806																				
18	272	0.15280912051372267	0.024039519880299023	218	5.240615333905187																					186	0.2436535988428386	0.04525734376521611	68.0	3.0774993760346954																					155	-0.2551914752145984	0.027131031254169685	75.0	2.0348273440627263						248	-0.2948524284385646	0.04190876563418647	48.0	2.0116207504409505																				
19	125	0.1505201810078618	0.026262813160757927	218	5.7252932690452285																					119	-0.24201696353198004	0.046768657490814824	68.0	3.180268709375408																					289	-0.2548137671426783	0.027366888457472868	75.0	2.0525166343104653						15	0.28641434907894436	0.04842805868542398	48.0	2.3245468169003507																				
20	111	-0.1502623932267855	0.026523929205574504	218	5.782216566815242																					249	-0.24035053879093043	0.0483498651667187	68.0	3.2877908313368716																					66	0.2543468008209619	0.02766087487537756	75.0	2.074565615653317																														
21	66	0.15004450523099516	0.02674636396982192	218	5.830707345421178																																														102	-0.2541753783771935	0.027769463868988657	75.0	2.082709790174149																														
22	61	0.149811782677358	0.026985707720943265	218	5.882884283165632																																														4	0.2528325393953841	0.02863261469744951	75.0	2.147446102308713																														
23	101	0.14852000675017352	0.02834787963128364	218	6.179837759619834																																														200	0.2517024985614528	0.029376411322001948	75.0	2.203230849150146																														
24	288	-0.1480439163396664	0.02886454170747364	218	6.292470092229253																																														216	-0.25088682867528594	0.029923346029478447	75.0	2.2442509522108836																														
25	155	-0.1479628016705594	0.028953366705419235	218	6.311833941781393																																														244	-0.2506059564010064	0.03011365361432156	75.0	2.258524021074117																														
26	212	-0.14726032904699915	0.02973243349767983	218	6.481670502494203																																														292	0.2482696626851511	0.03173645562884052	75.0	2.3802341721630387																														
27	60	-0.14700752360706879	0.030017150023083746	218	6.543738705032257																																														278	0.2475044807687566	0.03228366407451063	75.0	2.4212748055882973																														
28	73	0.14686811505903352	0.03017514893852468	218	6.5781824685983805																																														129	-0.24691160403916382	0.03271307472906313	75.0	2.4534806046797346																														
29	137	0.1458587375081134	0.03134043764160762	218	6.832215405870461																																														89	0.24670754522960828	0.0328619746302097	75.0	2.4646480972657274																														
30	203	-0.14552904144693526	0.03172927260371931	218	6.916981427610811																																														250	0.24615283425943557	0.03326961664785249	75.0	2.4952212485889365																														
31	76	-0.14536407666729934	0.03192536476474107	218	6.959729518713552																																														130	-0.2451602541835848	0.03400961126303854	75.0	2.5507208447278904																														
32	256	0.1451317560317621	0.032203271087317485	218	7.020313097035212																																														239	0.24369152974839386	0.03512982598956022	75.0	2.6347369492170167																														
33	49	0.14497378849311307	0.032393408358702726	218	7.061763022197194																																														85	0.2433355421948149	0.035405937308370876	75.0	2.6554452981278156																														
34	234	0.14384264061220525	0.033783014554297865	218	7.364697172836935																																														203	-0.2431317208920191	0.035564840032601915	75.0	2.6673630024451436																														
35	237	-0.14330654039811308	0.03445909222202999	218	7.512082104402538																																														180	0.24243721016856923	0.03611077338282986	75.0	2.708308003712239																														
36	55	-0.1422972178873137	0.03576312556329106	218	7.796361372797451																																														126	-0.2422697294707073	0.036243466556424304	75.0	2.7182599917318226																														
37	206	-0.14226445036669538	0.03580615189962668	218	7.805741114118616																																														153	0.24026771020117374	0.03786139847547265	75.0	2.839604885660449																														
38	117	0.14214221865976895	0.03596703874553773	218	7.840814446527225																																														62	0.23978088329168037	0.03826379237452688	75.0	2.869784428089516																														
39	255	0.14206128134338003	0.036073908574528954	218	7.864112069247312																																														291	-0.23888795240492575	0.03901111197654453	75.0	2.9258333982408393																														
40	183	-0.14157649971692196	0.03671965824959853	218	8.004885498412479																																														196	-0.237561404229225	0.0401437219955539	75.0	3.010779149666542																														
41	280	-0.13998685625025362	0.038906140555442115	218	8.481538641086381																																														172	0.23601221077490198	0.0415008640504492	75.0	3.1125648037836897																														
42	88	-0.13937101332938806	0.039782229898153325	218	8.672526117797425																																														187	-0.23394422597233086	0.04337156428221692	75.0	3.252867321166269																														
43	269	0.1392500643884525	0.03995622888877639	218	8.710457897753253																																														48	0.2338812100572893	0.043429646086210805	75.0	3.2572234564658102																														
44	36	-0.13883248800010492	0.04056189639020274	218	8.842493413064197																																														272	0.23366274235261328	0.043631506331165026	75.0	3.272362974837377																														
45	29	0.1375140688223128	0.0425251287833192	218	9.270478074763584																																														174	-0.23357603707868876	0.04371183525633621	75.0	3.2783876442252153																														
46	102	-0.13721788146740915	0.04297698594871084	218	9.368982936818963																																														279	-0.23316429516162626	0.044094968648750996	75.0	3.3071226486563248																														
47	253	-0.1371192667408761	0.04312832192777764	218	9.401974180255525																																														171	0.2326169617219693	0.0446085659439294	75.0	3.3456424457947054																														
48	44	-0.13694441685387584	0.04339774925069521	218	9.460709336651556																																														51	0.2323804099103871	0.044832061694240734	75.0	3.362404627068055																														
49	116	-0.136684293583898	0.04380118690726022	218	9.548658745782728																																														9	-0.23124187377544578	0.0459207332201704	75.0	3.4440549915127803																														
50	282	0.13652798950799458	0.04404511560627862	218	9.60183520216874																																														125	0.229751076803685	0.04737911572248637	75.0	3.553433679186478																														
51	177	0.13645121395874293	0.04416534824241908	218	9.628045916847359																																														137	0.2293363635447763	0.04779152453443515	75.0	3.584364340082636																														
52	84	0.1361058696626179	0.04470957394118726	218	9.746687119178823																																														103	0.228960789617368	0.04816755659803106	75.0	3.6125667448523298																														
53	159	-0.1352829411251479	0.04602909732009596	218	10.03434321578092																																														115	-0.2281054589054235	0.049033019683882746	75.0	3.677476476291206																														
54	20	0.13523853633073005	0.04610121460334137	218	10.05006478352842																																														207	0.22777938319215557	0.049366305017967425	75.0	3.702472876347557																														
55	285	-0.13509304988504914	0.046338159638764434	218	10.101718801250646																																																																																
56	81	0.1330586372060583	0.049759525661781635	218	10.847576594268396																																																																																
