	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	как_ADV	-0.15190963134653074	0.005914652587384709	14.0	29.525945716224467	к_ADP	-0.16515075369365095	0.002739014257415874	19.0	5.401336115624103	то_DET	-0.131294703078388	0.017528966222445305	8.0	25.820167245661935	казаться_VERB	-0.1476890339360645	0.007469807672790103	7.0	17.046101109307017	молодой_ADJ	0.13553545560493646	0.014172948461012384	15.0	20.054722072332524	что_SCONJ	0.11009856512644821	0.04666197743828321	14.0	61.6871341734104	показать_VERB	-0.1214777952973229	0.02806128812566888	5.0	40.68886778221987	интересный_ADJ	-0.17295330120805522	0.0016937930843068673	6.0	3.4705820297447714	интересный_ADJ	-0.1987919337372967	0.0002978265565270223	8	0.6885749986904756	его_DET	-0.18672018231390816	0.000690182922027456	7.0	0.7564404825420918	думать_VERB	-0.14451723469244845	0.008868804265175485	8.0	11.715690434296816	показывать_VERB	-0.13966789794491027	0.011459445885732816	5.0	26.62029279255733	два_NUM	-0.15042658601796738	0.006424450876953118	5.0	7.908499029529288	в_ADP	0.1514164110808766	0.006080020076967513	6.0	4.7910558206504	так_ADV	-0.12277694872332683	0.026412201250575106	5.0	25.329300999301527	30_NUM	0.11912629902651775	0.0312713288929743	5.0	34.898803044559315	и_CCONJ	0.13832556971186846	0.012285710022584937	30.0	15.357137528231172	что_SCONJ	0.1385315943788057	0.012155574557231055	16.0	17.29738259493979	на_ADP	0.18073064322992544	0.0010280487646608348	59.0	0.7525316957317311	что_SCONJ	0.1582088117583677	0.004130219662405324	8.0	2.1229329064763367
1	увидеть_VERB	-0.13834043727774428	0.01227627796260359	8.0	61.283179589317115	видеть_VERB	-0.14676282602658047	0.007856426005675819	10.0	15.492872083192715	сказать_VERB	-0.11499506533178333	0.037671745564685374	6.0	55.49048121678155	вернуться_VERB	-0.14221629381815315	0.01002486992861964	8.0	22.876753177110018	так_ADV	0.11978733767964063	0.03033871541987356	8.0	42.929282319121086						старость_NOUN	-0.11338154646119086	0.040456728503225736	7.0	58.66225632967732	красивый_ADJ	0.14724874966414417	0.00765142177544978	5.0	15.677763217896599	многое_NOUN	-0.17169660165457992	0.0018326234003470218	6	4.237025301602315	мочь_VERB	-0.12501884486816017	0.023762127184289897	8.0	26.043291393981725	лицо_NOUN	-0.13251634694865402	0.016497518698212674	9.0	21.793222200338942						очень_ADV	0.13783116016781619	0.012603027494056496	12.0	15.514326845183547	знать_VERB	0.11477645224109283	0.038039299212795766	5.0	29.974967779683062											это_PRON	0.11143209317973193	0.04405142901607278	5.0	55.064286270090975	юноша_NOUN	-0.11231084637587033	0.04239912667904595	5.0	60.33395726428238	человек_NOUN	0.12734507435861245	0.021258261729394372	15.0	15.56104758591668	не_PART	0.11185889339776435	0.04324228845018156	27.0	22.226536263393324
2	бабушка_NOUN	-0.13786244991654603	0.012582733387137815	10.0	62.81300506859198	смотреть_VERB	0.13111088570767387	0.01768893860858915	6.0	34.882586936137805	возможно_ADV	-0.11003479934309449	0.04678998650221206	12.0	68.92165011775836	я_PRON	-0.13763639269754538	0.01273000080100732	15.0	29.049861827898702											мысль_NOUN	-0.11173063701917878	0.04348411634746893	9.0	63.05196870382995	жизнь_NOUN	0.11783450027751619	0.033164651149793355	12.0	67.95437020592658	мой_DET	-0.15711252544503726	0.004400654874594431	7	10.174314070062325	взгляд_NOUN	-0.11802298961008309	0.03288245004582714	5.0	36.039165250226546	и_CCONJ	0.12436348528092853	0.024511960785897062	39.0	32.38030019817002						и_PART	-0.13599810446676552	0.013843411134996715	5.0	17.041239107180957	а_CCONJ	0.11458116903519974	0.03837019093647052	13.0	30.23571045793877																					молодой_ADJ	0.11028635461309874	0.04628669530455177	22.0	33.881860962931896					
3	считать_VERB	-0.13610927860848632	0.013765234328129376	18.0	68.71604976602184	возраст_NOUN	0.12590661964410366	0.022778015522100726	5.0	44.91824660958263						бояться_VERB	-0.12806058756389593	0.020535610808056434	7.0	46.86226386398478																					а_CCONJ	0.13791674247910554	0.012547588296727563	59	29.010024142034126	как_SCONJ	0.10856471669107116	0.04982370413585099	6.0	54.60677973289268											показать_VERB	-0.13021265275408667	0.01848910204965324	6.0	22.760084623123138																																			
4	и_CCONJ	-0.12575047416938584	0.022948506443354354	70.0	114.55894416522493	но_CCONJ	0.11421288879859014	0.039000841637166016	19.0	76.90965970849139						хотеть_VERB	-0.1162938827553745	0.03554951610877216	29.0	81.12399576021807																					кто_PRON	0.13452657996557357	0.01491553998930321	17	34.48472845526902																этот_DET	0.12680884911963597	0.021814192882794865	25.0	26.85327143872048																																			
5	от_ADP	-0.11751755185290162	0.033643829093032665	5.0	167.94999483241907	всегда_ADV	0.11307905209078205	0.04099773028750014	5.0	80.84752412695028						он_PRON	-0.11512441069297194	0.03745569704554367	41.0	85.47390065793066																					стоить_VERB	0.13095001208558	0.01782998709643107	13	41.222930166948636																взгляд_NOUN	-0.12079040305027963	0.028969027928260088	8.0	35.66087337968817																																			
6	вообще_ADV	0.11740722558363627	0.03381200278821493	6.0	168.78951791876895	очень_ADV	-0.11045169777756501	0.04595836751871464	13.0	90.62990074690528						как_ADV	0.1128491925189292	0.04141289540996007	15.0	94.50422732552889																					возраст_NOUN	0.1277715242396912	0.020824949537311604	14	48.14728333026443																																																							
7	здесь_ADV	-0.11493567677432495	0.037771296614545743	8.0	188.55431269981236	смерть_NOUN	0.10990523848393864	0.04705098448502572	7.0	92.78454140447072																															бровь_NOUN	-0.1262488261062875	0.0224081968162992	5	51.80775103928375																																																							
8	на_ADP	0.11464019086139178	0.038269927346309	107.0	191.0434773127745																																				задумываться_VERB	-0.12318251184698742	0.025914773503263412	5	59.91495633954501																																																							
