	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	вложить_VERB	-0.25455626514153945	0.030938561098208018	5	75.2425805908419	деньга_NOUN	-0.26447701727577594	0.024766579473733688	6.0	24.196948145837812	бы_AUX	-0.2413268259850603	0.041133856266622824	7.0	20.52579427704479
1	родитель_NOUN	0.2528487232206357	0.032121448357971816	8	78.11936240658746										
