	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
26	94	-0.4657813183801865	0.0002290704603376779	58	0.013286086699585318	46	-0.4097335128730544	0.0117878747872405	37.0	0.43615136712789854						239	-0.890763662410667	0.04262234975724228	5.0	0.2131117487862114						1	-0.9240396484997297	0.008435817835491334	6.0	0.050614907012948004						109	-0.80455046348238	0.005005505458472642	10.0	0.05005505458472642																																													
27	75	0.46346669731874884	0.00024843736732385553	58	0.014409367304783621	81	0.40449375641390484	0.013023097693603963	37.0	0.48185461466334667						251	-0.8831208214323121	0.04711674435070018	5.0	0.2355837217535009						134	-0.9224550092207405	0.00878669063077594	6.0	0.05272014378465564						2	-0.8037116059077621	0.0050864781877243866	10.0	0.050864781877243866																																													
28	106	0.462240837024709	0.0002592887250648561	58	0.015038746053761655	294	-0.39938257033528496	0.014331746954360286	37.0	0.5302746373113306						137	-0.8807944562921601	0.04851282298733095	5.0	0.24256411493665475						243	-0.9219274209331157	0.008905052430153439	6.0	0.05343031458092064						253	0.8021258552267532	0.005242093483002376	10.0	0.05242093483002376																																													
29	184	0.459412339675533	0.0002859949764548611	58	0.016587708634381946	217	0.3920623429369055	0.01639790467668801	37.0	0.6067224730374563																65	-0.9215572640333247	0.00898855485331201	6.0	0.053931329119872064						297	-0.8020831631161403	0.0052463293596747085	10.0	0.05246329359674708																																													
30	243	-0.4576070631209844	0.0003043261787682337	58	0.017650918368557558	84	0.3803991473240361	0.020204038123202803	37.0	0.7475494105585037																173	0.9202108854804361	0.009295473362303339	6.0	0.05577284017382003						16	-0.7924513297554769	0.006265934411574221	10.0	0.06265934411574221																																													
31	159	0.45750211101159416	0.0003054240974827342	58	0.017714597653998583	187	-0.37241219947508786	0.023214533643343308	37.0	0.8589377448037024																2	-0.920059108502309	0.009330386222636027	6.0	0.05598231733581616						31	0.7918659423394193	0.006332112972126941	10.0	0.06332112972126941																																													
32	230	0.4542781458190417	0.0003409592647013273	58	0.019775637352676984	5	-0.3718882554012783	0.023424381841835165	37.0	0.8667021281479012																59	0.9196204661229086	0.009431643361376824	6.0	0.056589860168260946						11	0.789450407449813	0.006610453885052497	10.0	0.06610453885052497																																													
33	2	-0.4523731364254736	0.00036368522999076654	58	0.021093743339464458	273	0.37101739948910306	0.023776655512078602	37.0	0.8797362539469082																22	-0.9194127933252482	0.009479768156741808	6.0	0.05687860894045085						216	0.7871781949469023	0.0068801106712014625	10.0	0.06880110671201463																																													
34	166	0.4518942218355932	0.0003696110623715705	58	0.02143744161755109	180	0.36434710004397897	0.026623249369929793	37.0	0.9850602266874023																119	-0.9181535047591631	0.009774134527285526	6.0	0.05864480716371316						108	-0.7861680051425789	0.007002466539418543	10.0	0.07002466539418543																																													
35	266	0.4489215555765407	0.0004083994209358231	58	0.02368716641427774	152	0.35941428934243214	0.028904662114431323	37.0	1.069472498233959																85	-0.9180690781173174	0.009794026075945716	6.0	0.058764156455674295						121	0.779549033116811	0.00784266745000576	10.0	0.0784266745000576																																													
36	223	-0.4474544838639597	0.00042887388364726026	58	0.024874685251541094	167	0.3545915209237118	0.03128838886690943	37.0	1.157670388075649																292	-0.9175186335673154	0.009924196094516504	6.0	0.059545176567099026						3	-0.7791922448929138	0.007889889837196299	10.0	0.07889889837196298																																													
37	82	-0.4470160850424701	0.0004351705815098059	58	0.02523989372756874	24	0.35152861763513565	0.03288432173665375	37.0	1.216719904256189																68	-0.9170007211927009	0.010047434376177666	6.0	0.060284606257066						73	-0.7737855279722025	0.00863035921085966	10.0	0.0863035921085966																																													
38	20	-0.44067540930452914	0.000536128289479798	58	0.03109544078982828	83	0.35038280080262646	0.033498218640392104	37.0	1.2394340896945077																174	0.9155442020475354	0.010397970322082528	6.0	0.062387821932495174						77	0.7717626745647365	0.008919594710257297	10.0	0.08919594710257298																																													
39	181	-0.438882739470674	0.0005682893447872889	58	0.03296078199766276	60	-0.3499187667432859	0.033749487195323044	37.0	1.2487310262269526																241	0.9154572105198022	0.010419090793649818	6.0	0.06251454476189891						48	-0.7714818150446956	0.008960286996244645	10.0	0.08960286996244646																																													
40	111	0.4378010021462035	0.0005885314611738632	58	0.03413482474808407	45	-0.3415482150936504	0.0385529651784602	37.0	1.4264597116030273																159	0.9135043996731882	0.010898675378013875	6.0	0.06539205226808326						270	-0.7707009656738728	0.00907410878834567	10.0	0.09074108788345671																																													
41	29	-0.43673955977285756	0.0006090261433004605	58	0.03532351631142671	199	-0.33704971721121585	0.0413554477551524	37.0	1.530151566940639																25	-0.912392095135613	0.011176515805831986	6.0	0.06705909483499192						9	0.7671820768812364	0.009599733172331745	10.0	0.09599733172331745																																													
42	254	-0.4364304579731756	0.000615114651053602	58	0.03567664976110892	131	-0.3306208625022124	0.045644579150166696	37.0	1.6888494285561677																262	-0.9121468903037356	0.011238220756176195	6.0	0.06742932453705716						291	0.7664310911505832	0.00971462690170493	10.0	0.0971462690170493																																													
43	19	0.4350031286992299	0.0006439500843527295	58	0.03734910489245831	51	0.32953506871695143	0.04640314697773374	37.0	1.7169164381761484																14	-0.9118913642746185	0.011302698063027743	6.0	0.06781618837816646						58	0.766263771230482	0.009740356666620908	10.0	0.09740356666620908																																													
44	229	0.4343675681154902	0.0006571789971019016	58	0.038116381831910295	203	-0.32470338039042934	0.04990265259114862	37.0	1.846398145872499																139	-0.9110608977610456	0.011513484422377833	6.0	0.069080906534267						137	-0.7659819877942691	0.009783796643436872	10.0	0.09783796643436872																																													
45	275	0.4342417238520848	0.0006598273597886208	58	0.038269986867740004																					86	0.9102235851226793	0.011727916818474854	6.0	0.07036750091084912						90	0.7656470418262213	0.009835609569923978	10.0	0.09835609569923978																																													
46	239	-0.4336165130643346	0.0006731284279159742	58	0.0390414488191265																					160	-0.9101719019304837	0.01174121542588826	6.0	0.07044729255532955						205	0.7635640738477377	0.01016217292395774	10.0	0.10162172923957741																																													
47	216	0.433545688995056	0.0006746503638580388	58	0.03912972110376625																					115	0.9101000377634266	0.011759718923512371	6.0	0.07055831354107422						134	-0.7625672123283542	0.010321127722994698	10.0	0.10321127722994698																																													
48	282	-0.4315185474967181	0.0007195524221498284	58	0.041734040484690045																					77	0.9097812219482568	0.011841977249542234	6.0	0.0710518634972534						206	0.7621398751044619	0.010389801690354151	10.0	0.10389801690354152																																													
49	287	-0.4314385447734194	0.0007213786550345848	58	0.04183996199200592																					209	-0.9092793120918811	0.011972038158747178	6.0	0.07183222895248306						254	-0.7616901825965837	0.010462414756734411	10.0	0.10462414756734412																																													
50	202	0.4303856494112994	0.0007458066244308974	58	0.04325678421699205																					79	0.9086932493290892	0.01212477541512861	6.0	0.07274865249077166						184	0.7605302967336457	0.010651351799166051	10.0	0.1065135179916605																																													
51	140	-0.42942422460458085	0.000768762437264696	58	0.04458822136135237																					102	0.9083500106203982	0.012214663680171762	6.0	0.07328798208103057						28	-0.7582301673956556	0.011033102101963208	10.0	0.11033102101963208																																													
52	297	-0.4243301667487585	0.0009013836984264032	58	0.05228025450873138																					87	0.9076851405664446	0.012389694756548324	6.0	0.07433816853928994						275	0.7553730435552382	0.011520559252476678	10.0	0.11520559252476678																																													
53	173	0.4233750008800971	0.0009284325540543812	58	0.05384908813515411																					47	0.9071319400805916	0.012536245627134424	6.0	0.07521747376280655						250	-0.7539278300937887	0.011772796962080348	10.0	0.11772796962080348																																													
54	148	-0.4209129195116733	0.0010015597160652151	58	0.058090463531782474																					235	-0.9065005604974598	0.012704524943403092	6.0	0.07622714966041855						47	0.750972912284508	0.012300545102338228	10.0	0.12300545102338228																																													
55	44	0.4165319312393731	0.0011446081623177045	58	0.06638727341442686																					244	0.9053591386846113	0.013011494929147093	6.0	0.07806896957488256						294	0.7473538501803687	0.012969229799073988	10.0	0.1296922979907399																																													
56	117	-0.4154913490314974	0.0011811762111480428	58	0.06850822024658648																					215	0.9048078030403197	0.013161036909221166	6.0	0.078966221455327						215	-0.7462127984441879	0.013185227292152277	10.0	0.13185227292152277																																													
57	18	0.4145795319228865	0.0012140786646699906	58	0.07041656255085946																					224	0.9041526938078556	0.013339798639998436	6.0	0.08003879183999062						292	-0.7455396872749855	0.013313818558380196	10.0	0.13313818558380197																																													
