	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
58	122	0.4139610381832485	0.0012368629949998417	58	0.07173805370999081																					89	-0.9038595551427906	0.01342016535455686	6.0	0.08052099212734116						175	-0.7444082367513365	0.013531943485708839	10.0	0.1353194348570884																																													
59	50	-0.413744524999989	0.0012449292977684458	58	0.07220589927056986																					43	-0.9034621316439605	0.013529494810593781	6.0	0.08117696886356268						138	-0.7420285388551836	0.013998841958410965	10.0	0.13998841958410965																																													
60	294	0.4134157684034482	0.0012572676405606502	58	0.07292152315251771																					23	-0.9031030571803785	0.013628642744422192	6.0	0.08177185646653315						262	-0.7408414673817849	0.014235901398820729	10.0	0.14235901398820727																																													
61	258	-0.40856853621825234	0.0014523809135271477	58	0.08423809298457456																					153	-0.9025133725663869	0.013792224763356923	6.0	0.08275334858014154						40	-0.7406643099552215	0.01427151866691666	10.0	0.1427151866691666																																													
62	52	-0.4074860427855092	0.001499497954844843	58	0.0869708813810009																					154	0.9023507576103154	0.013837500759087816	6.0	0.0830250045545269						247	-0.7401757399276174	0.014370067361830875	10.0	0.14370067361830874																																													
63	175	-0.4063533359570628	0.0015502627756325165	58	0.08991524098668596																					181	-0.902097102864738	0.013908267379485695	6.0	0.08344960427691417						183	0.736140870257554	0.015202169583831235	10.0	0.15202169583831235																																													
64	232	-0.40593849922932096	0.0015692363048533118	58	0.09101570568149209																					157	0.9003689891015876	0.01439502193765909	6.0	0.08637013162595454						149	-0.7322610247236143	0.01603342421932454	10.0	0.16033424219324538																																													
65	10	0.40354687798092326	0.0016827348202605623	58	0.09759861957511262																					281	0.8998291708481848	0.01454872570228351	6.0	0.08729235421370106						44	0.7313964653468061	0.01622287439965648	10.0	0.16222874399656478																																													
66	157	0.4033918686550141	0.0016903383799573447	58	0.09803962603752599																					183	0.8996969569942409	0.014586491220061863	6.0	0.08751894732037117						85	-0.7312708133935082	0.016250537413772186	10.0	0.16250537413772187																																													
67	47	0.4010409827883041	0.0018094842158783635	58	0.10495008452094508																					66	-0.8993611952504427	0.01468261011982071	6.0	0.08809566071892426						278	-0.7308747837456661	0.016337940362803755	10.0	0.16337940362803755																																													
68	153	-0.39865035365244655	0.0019382885500330736	58	0.11242073590191827																					71	0.898721300051088	0.01486663578936081	6.0	0.08919981473616487						89	-0.72651370519344	0.017322153338383724	10.0	0.17322153338383722																																													
69	1	-0.3950438551289252	0.0021481209065320446	58	0.12459101257885859																					88	0.8975480559572903	0.01520691292153679	6.0	0.09124147752922074						129	0.7188262915621244	0.01915603132090365	10.0	0.19156031320903652																																													
70	66	-0.39268145152387657	0.002296325723356805	58	0.13318689195469469																					208	-0.8973017056239503	0.015278833144242148	6.0	0.09167299886545288						29	-0.7185093397965642	0.019234405931902114	10.0	0.19234405931902115																																													
71	93	0.39162211929408286	0.0023656915105904133	58	0.13721010761424396																					64	0.8962406293802129	0.015590473432362827	6.0	0.09354284059417696						1	-0.7181532002578529	0.019322735261328862	10.0	0.1932273526132886																																													
72	269	-0.3888883700529696	0.0025533968046715697	58	0.14809701467095104																					54	-0.895946648125606	0.015677352029516676	6.0	0.09406411217710006						230	0.7163338596078197	0.01977835003865767	10.0	0.19778350038657672																																													
73	192	-0.3862032985599975	0.0027505411129824047	58	0.15953138455297947																					20	-0.8957571642654549	0.015733472229657586	6.0	0.09440083337794553						139	-0.7156957860783257	0.019939885993304117	10.0	0.19939885993304118																																													
74	16	-0.38414569778200613	0.0029106507052822843	58	0.1688177409063725																					11	0.8957439898251969	0.01573737774445867	6.0	0.094424266466752						281	0.7145446065134915	0.020233624402730733	10.0	0.20233624402730732																																													
75	149	-0.3836242828772408	0.0029525155584292644	58	0.17124590238889734																					143	-0.8955597668087694	0.015792038843982694	6.0	0.09475223306389616						18	0.7127751485623383	0.02069093471701461	10.0	0.20690934717014609																																													
76	279	0.38294584141239013	0.003007787933253522	58	0.17445170012870426																					285	0.8948192065457453	0.016012691444707395	6.0	0.09607614866824438						213	-0.7124957504665941	0.02076379081731317	10.0	0.20763790817313169																																													
77	242	-0.38193971304973146	0.003091447553509375	58	0.17930395810354374																					100	-0.8942936573121331	0.016170173928363445	6.0	0.09702104357018067						63	0.7080975883836025	0.02193411756700777	10.0	0.21934117567007771																																													
78	28	-0.3788861451594612	0.0033581290391606028	58	0.19477148427131497																					216	0.8932882804309215	0.01647350259759388	6.0	0.0988410155855633						159	0.7076752445515506	0.0220488395237058	10.0	0.22048839523705802																																													
79	259	0.37878177190198165	0.003367593937473539	58	0.19532044837346524																					225	0.893026767665089	0.01655284673377474	6.0	0.09931708040264843						76	0.70625659405137	0.02243721673229186	10.0	0.2243721673229186																																													
80	285	0.3780290113111343	0.0034365592424879256	58	0.1993204360642997																					128	0.8916250772980938	0.016981247360163522	6.0	0.10188748416098113						55	0.7049231407983002	0.02280654204782979	10.0	0.22806542047829792																																													
81	182	0.37797100807159095	0.003441924824083378	58	0.19963163979683593																					28	0.891409342522171	0.017047649572982007	6.0	0.10228589743789204						104	0.7020995636480248	0.02360235687878413	10.0	0.2360235687878413																																													
82	145	0.3774682444665156	0.003488744566970297	58	0.20234718488427722																					170	0.8898771422227547	0.017522833347441362	6.0	0.10513700008464817						174	0.6998262184924976	0.024256806728521253	10.0	0.24256806728521252																																													
83	121	0.3761258566949079	0.003616527686264795	58	0.20975860580335812																					27	-0.8888811881301021	0.01783507185429718	6.0	0.10701043112578307						164	0.6960539083442885	0.025370101920997982	10.0	0.25370101920997984																																													
84	262	-0.3751766965521789	0.003709360891304643	58	0.21514293169566928																					91	0.8888469347829306	0.01784585758320081	6.0	0.10707514549920485						115	0.6956846202818586	0.025480935524788802	10.0	0.254809355247888																																													
85	17	0.3742339573961661	0.003803645712011294	58	0.22061145129665505																					273	0.8881667213013493	0.018060691697331682	6.0	0.1083641501839901						168	-0.6940630764441587	0.025971536826457496	10.0	0.259715368264575																																													
86	172	-0.37357160933034245	0.0038711490600642257	58	0.22452664548372508																					256	-0.8864816685348962	0.018598195397442934	6.0	0.1115891723846576						196	0.6893852240758631	0.027423026311669763	10.0	0.2742302631166976																																													
87	244	0.3728976774349756	0.0039409173429249475	58	0.22857320588964697																					231	0.8842336710756249	0.019327023291531943	6.0	0.11596213974919166						208	-0.6868807653449086	0.02822248047097163	10.0	0.28222480470971634																																													
88	108	-0.3722749605492451	0.004006368572661376	58	0.23236937721435982																					131	0.8833852777043024	0.01960556876146179	6.0	0.11763341256877075						299	0.6860728070393053	0.028483749279674238	10.0	0.28483749279674236																																													
89	40	-0.37151088009139993	0.004087988219850948	58	0.237103316751355																					265	-0.8833813919526207	0.019606848925561495	6.0	0.11764109355336896						162	0.683017355098381	0.029486719791436737	10.0	0.2948671979143674																																													
90	293	-0.37000791910677405	0.004252829846767905	58	0.24666413111253851																					180	-0.8824684011795559	0.019908743326613743	6.0	0.11945245995968246						180	0.680407436441983	0.03036229368117101	10.0	0.3036229368117101																																													
91	210	-0.36919483876625947	0.0043444284996794645	58	0.2519768529814089																					271	-0.8814480275391502	0.020248756753407347	6.0	0.12149254052044409						8	0.6793782901566108	0.030712364990909277	10.0	0.3071236499090928																																													
92	132	-0.368427368641454	0.004432480477204806	58	0.2570838676778787																					227	0.8799964178876785	0.020737212203747205	6.0	0.12442327322248323						286	-0.6792563996749241	0.030754008047122607	10.0	0.30754008047122605																																													
93	102	0.3668320050891134	0.004620565984314697	58	0.2679928270902524																					61	0.8786055215806019	0.021210456973775882	6.0	0.1272627418426553						78	0.6792214229938003	0.030765964687411666	10.0	0.3076596468741167																																													
94	151	0.3666755843464591	0.00463938027195101	58	0.2690840557731586																					146	-0.8766110335489731	0.021897967109289217	6.0	0.1313878026557353						113	-0.6785218465949486	0.03100577724988926	10.0	0.3100577724988926																																													
95	164	0.3643900153538701	0.004922087212056674	58	0.2854810582992871																					233	-0.8765609040707003	0.021915381867396836	6.0	0.13149229120438102						231	0.6781717374717533	0.031126269834077305	10.0	0.311262698340773																																													
96	51	-0.3637675509733381	0.005001660565733147	58	0.2900963128125225																					90	0.8722045658467059	0.02345395286551264	6.0	0.14072371719307586						5	0.6690078208748936	0.034394451882859826	10.0	0.3439445188285983																																													
97	78	0.3635437418978721	0.005030546739265359	58	0.29177171087739084																					130	0.8718021331914246	0.02359859328579833	6.0	0.14159155971478998						192	-0.6659297613682444	0.035542339991097884	10.0	0.3554233999109788																																													
98	73	-0.3570152670449263	0.005940308517822781	58	0.3445378940337213																					57	-0.8717875163266946	0.023603854782296714	6.0	0.1416231286937803						80	-0.6616711670585291	0.03717282554113595	10.0	0.37172825541135945																																													
99	288	0.3548504442484443	0.00627229769146963	58	0.36379326610523854																					24	-0.8714043856492104	0.023741966008212143	6.0	0.14245179604927286						218	-0.6613865225609743	0.037283574469914336	10.0	0.3728357446991434																																													
100	208	-0.35430669627345235	0.006358195060864986	58	0.3687753135301692																					282	-0.8701849570215688	0.024184100068123802	6.0	0.14510460040874282						220	-0.6611300692675298	0.037383545429618845	10.0	0.3738354542961885																																													
101	137	-0.35390179362899693	0.006422825850872972	58	0.37252389935063235																					179	-0.8696440084780523	0.024381477668523444	6.0	0.14628886601114066						128	0.660615688458235	0.03758460728036681	10.0	0.3758460728036681																																													
102	246	0.3517647271920912	0.006773560306817643	58	0.3928664977954233																					122	0.8692304930161713	0.024532873237827425	6.0	0.14719723942696455						257	0.6605158635783109	0.037623711353533734	10.0	0.37623711353533734																																													
103	147	0.3489885638708774	0.007254113047785296	58	0.42073855677154715																					197	0.8678095152212116	0.025056516701121103	6.0	0.1503391002067266						111	0.6596281821835007	0.037972648348575236	10.0	0.37972648348575233																																													
104	48	-0.34771381358326087	0.007484565140194227	58	0.4341047781312652																					103	-0.8666238223362142	0.025497479084472075	6.0	0.15298487450683246						72	-0.6581489462211445	0.038558957759267924	10.0	0.38558957759267926																																													
105	127	0.34686845339876127	0.007640890000429643	58	0.44317162002491933																					78	-0.864586471388762	0.026263708593954983	6.0	0.1575822515637299						126	0.6570877252958456	0.038983322634194836	10.0	0.3898332263419484																																													
106	183	0.34661338070980474	0.007688613973389838	58	0.44593961045661057																					152	0.8643328141981138	0.026359860974530604	6.0	0.15815916584718362						248	0.6563087808823995	0.0392968049505055	10.0	0.392968049505055																																													
107	189	0.34558646460985987	0.007883388436822437	58	0.45723652933570136																					10	0.8637284698117405	0.026589618525578555	6.0	0.15953771115347132						214	0.6543411900885876	0.04009620384554586	10.0	0.4009620384554586																																													
108	124	-0.3445535441148104	0.008083624899420714	58	0.4688502441664014																					13	0.8622804665568349	0.027143964373469796	6.0	0.16286378624081876						133	0.6536527580653144	0.04037846630875251	10.0	0.40378466308752514																																													
109	91	0.3435936694649748	0.008273656707740702	58	0.4798720890489607																					182	0.859604770993111	0.028182577924920876	6.0	0.16909546754952526						221	-0.6530705267614696	0.04061822655116792	10.0	0.4061822655116792																																													
110	199	0.34342562164117474	0.008307322991259964	58	0.4818247334930779																					263	-0.8592863370364338	0.028307413587954387	6.0	0.16984448152772633						43	-0.6514299490405764	0.041298954940329986	10.0	0.41298954940329985																																													
111	277	-0.3427507432394927	0.008443730148131347	58	0.48973634859161813																					142	-0.857214088353523	0.029126178359736285	6.0	0.1747570701584177						271	-0.6513163457405521	0.04134637446257439	10.0	0.41346374462574387																																													
112	177	-0.3409977671181241	0.008807184843122973	58	0.5108167209011325																					26	-0.8561773324205869	0.029539956522379663	6.0	0.17723973913427798						42	0.6503482205703083	0.04175196799822341	10.0	0.41751967998223405																																													
113	131	0.3408674737200601	0.008834734154404575	58	0.5124145809554653																					72	-0.8540954101814977	0.03037920464715608	6.0	0.18227522788293649						146	-0.6488133155120132	0.042400475467947965	10.0	0.4240047546794796																																													
114	200	-0.34067683892342915	0.008875177021898446	58	0.5147602672701099																					250	0.8526960278270868	0.030949555636809938	6.0	0.18569733382085962						97	-0.6487993107006348	0.042406423514403005	10.0	0.42406423514403																																													
115	211	0.3371812761865163	0.009645800335946426	58	0.5594564194848928																					118	0.8520839613513469	0.031200592803729662	6.0	0.18720355682237796						141	-0.6414883726179785	0.045588482624173816	10.0	0.45588482624173815																																													
116	42	-0.3339965786521341	0.0103977473094308	58	0.6030693439469863																					296	0.848497081964252	0.03269096785735584	6.0	0.19614580714413504						79	0.6402730976165268	0.046132446765365584	10.0	0.46132446765365587																																													
117	107	0.3335999254287699	0.01049486468200066	58	0.6087021515560384																					189	0.8484889946547913	0.03269436524989728	6.0	0.1961661914993837						122	0.6347755515292719	0.048647379867030584	10.0	0.4864737986703058																																													
118	220	-0.332391241863096	0.010795657268266848	58	0.6261481215594772																					261	0.848118663689841	0.03285011567822576	6.0	0.19710069406935454						185	0.6330903147430801	0.049436230030201145	10.0	0.49436230030201145																																													
119	119	-0.33108864605043914	0.011128139344129408	58	0.6454320819595056																					9	0.8478721848184784	0.03295397093910765	6.0	0.1977238256346459																																																							
120	289	0.3303712107855887	0.01131501253841105	58	0.6562707272278409																					247	-0.8477394328243303	0.033009970769981606	6.0	0.19805982461988964																																																							
121	298	0.3295458527849014	0.011533343750734934	58	0.6689339375426262																					272	-0.8450351173021302	0.0341605000574192	6.0	0.2049630003445152																																																							
122	26	-0.3291154825846159	0.011648624921186417	58	0.6756202454288122																					101	0.8438745794369283	0.03465993038487885	6.0	0.20795958230927308																																																							
123	290	0.32764460395198786	0.012050161363102578	58	0.6989093590599496																					51	0.8428869551508661	0.0350876341187102	6.0	0.2105258047122612																																																							
124	247	-0.32635677327558416	0.012411470838382312	58	0.7198653086261741																					76	0.8416352514277889	0.035633244455370604	6.0	0.2137994667322236																																																							
125	85	-0.32588764215079485	0.012545388406161052	58	0.727632527557341																					73	-0.8409488808590383	0.03593410911217759	6.0	0.21560465467306555																																																							
126	209	-0.32288188271688156	0.013433295556501237	58	0.7791311422770717																					266	-0.838208915360435	0.03714698216402079	6.0	0.22288189298412475																																																							
127	261	0.3206383425684128	0.014130769247896177	58	0.8195846163779783																					121	0.8375333819287198	0.03744891713450672	6.0	0.22469350280704034																																																							
128	251	-0.31859911167216476	0.014791472124264533	58	0.8579053832073429																					117	-0.837409965856766	0.037504202819166624	6.0	0.22502521691499974																																																							
129	136	-0.317004759934954	0.015326319323151401	58	0.8889265207427812																					124	-0.8363627396960525	0.0379748594651336	6.0	0.2278491567908016																																																							
130	174	0.3140628079282001	0.016356786510745805	58	0.9486936176232567																					46	0.8348477559318783	0.03866061007558993	6.0	0.23196366045353956																																																							
131	128	0.3130312166835086	0.016731873284318317	58	0.9704486504904624																					38	0.8346551544913433	0.03874820232314817	6.0	0.23248921393888902																																																							
132	194	0.3104936810528352	0.01768591123872095	58	1.0257828518458152																					279	0.8336687757078167	0.03919824810106914	6.0	0.2351894886064148																																																							
133	155	0.30929742808010974	0.018151514174695058	58	1.0527878221323133																					99	0.8311150620962516	0.04037470495352864	6.0	0.24224822972117185																																																							
134	154	0.3069135243211972	0.01911056837043249	58	1.1084129654850845																					49	-0.8289809560512393	0.04137032920053481	6.0	0.24822197520320885																																																							
135	274	0.3053726876110985	0.019753110016912573	58	1.1456803809809293																					269	-0.8286349329669643	0.0415328272020935	6.0	0.24919696321256102																																																							
136	63	0.30510513249221244	0.019866532057293978	58	1.1522588593230507																					299	0.8268712714740638	0.042365693086182106	6.0	0.25419415851709265																																																							
137	231	0.30389003468366144	0.020388622039327432	58	1.1825400782809912																					29	-0.826820064270957	0.042389990359311645	6.0	0.25433994215586986																																																							
138	146	-0.3038587057089573	0.020402235627424842	58	1.183329666390641																					284	-0.8250383676750696	0.043239433807387366	6.0	0.2594366028443242																																																							
139	292	-0.301586095922709	0.021410556767405834	58	1.2418122925095383																					97	-0.8224592012885168	0.044482994558345236	6.0	0.26689796735007143																																																							
140	5	0.3004297436721336	0.02193961173421503	58	1.2724974805844718																					145	0.8223231327281407	0.044549057089479455	6.0	0.26729434253687673																																																							
141	53	0.2998684571783948	0.02220037466516356	58	1.2876217305794866																					293	0.8221454174466634	0.04463540826789567	6.0	0.26781244960737405																																																							
142	97	-0.2976138672261867	0.023274391264194234	58	1.3499146933232655																					52	0.8220210596478739	0.04469587957571118	6.0	0.26817527745426706																																																							
143	100	-0.29552172377050084	0.024309956693855533	58	1.409977488243621																					63	-0.8199661419702154	0.045700639245847115	6.0	0.2742038354750827																																																							
144	299	0.2933071289130116	0.02544819265651841	58	1.475995174078068																					67	0.8189471455045773	0.04620273557368866	6.0	0.277216413442132																																																							
145	191	0.2916893660917676	0.02630774644781951	58	1.5258492939735315																					151	0.8144968070376968	0.04842543640253084	6.0	0.29055261841518504																																																							
146	168	-0.2883389489780411	0.02816568743470505	58	1.633609871212893																					84	0.813617580287627	0.04887029544793206	6.0	0.29322177268759236																																																							
147	144	-0.28702807380043294	0.028921964671157676	58	1.6774739509271452																					127	0.8125792465429874	0.049398087053001534	6.0	0.2963885223180092																																																							
148	22	-0.285014219524383	0.030116894705472703	58	1.7467798929174168																																																																																
149	138	-0.28443308192116484	0.030469291874071273	58	1.7672189286961337																																																																																
150	237	0.2835803138091123	0.030992636522627275	58	1.7975729183123819																																																																																
151	221	-0.2826296488485723	0.03158488723384453	58	1.831923459562983																																																																																
152	7	0.2804259185483041	0.03299416904265525	58	1.9136618044740046																																																																																
153	116	0.276798797608839	0.035427546831031685	58	2.054797716199838																																																																																
154	126	0.2761980292532048	0.035844624932449866	58	2.0789882460820923																																																																																
155	150	-0.2759818429454583	0.03599570353317707	58	2.08775080492427																																																																																
156	125	-0.2758004940743469	0.03612284352431687	58	2.0951249244103782																																																																																
157	135	0.27437554854087265	0.0371348599353102	58	2.1538218762479913																																																																																
158	178	-0.2735136789138258	0.03775828968980268	58	2.1899808020085554																																																																																
159	256	-0.2713165171733037	0.039386876158718824	58	2.2844388172056918																																																																																
160	241	0.2710372023599558	0.039598005766898134	58	2.2966843344800916																																																																																
161	252	0.2708983754689958	0.039703289937805614	58	2.3027908163927258																																																																																
162	38	0.2662058877729065	0.0434002510271978	58	2.5172145595774724																																																																																
163	115	0.26558735350392404	0.043908010274236145	58	2.5466645959056966																																																																																
164	36	0.2644204636720197	0.04487920346010411	58	2.602993800686038																																																																																
165	291	0.26381474726874055	0.045390243487944994	58	2.63263412230081																																																																																
166	129	0.262805270752407	0.0462525302733221	58	2.682646755852682																																																																																
167	169	0.2620024259999966	0.046947853221839225	58	2.722975486866675																																																																																
168	84	-0.2607000042319348	0.04809402705361564	58	2.789453569109707																																																																																
