Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
на_ADP,0.17,0.01548,13,8.74,big5_lex_повествование.tsv
и_CCONJ,0.16,0.01877,18,10.61,big5_lex_повествование.tsv
