	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
37											259	-0.21013833725757822	0.04940412202592942	88.0	4.347562738281789						47	-0.12372267365381683	0.042219502723024625	270.0	11.399265735216648						59	0.17554200188364713	0.040937788664393945	136.0	5.567539258357576																										203	0.3210192851910812	0.00498271166378351	75	0.37370337478376325																														
38											74	-0.20970809161768342	0.049882292528482655	88.0	4.389641742506473						181	0.12351631216482002	0.042566818236641574	270.0	11.493040923893226						236	0.17407169373341785	0.0426858822087308	136.0	5.805279980387389																										284	0.3209687756479216	0.004989939038635654	75	0.37424542789767407																														
39																					45	0.12342222366931992	0.042725969029314116	270.0	11.536011637914811						240	0.172407329599275	0.0447395640226374	136.0	6.084580707078686																										19	0.3174012582960623	0.005524491749128647	75	0.41433688118464856																														
40																					284	-0.12312225778003592	0.0432367054381825	270.0	11.673910468309275						131	0.17105470646842866	0.04646869432405484	136.0	6.319742428071459																										193	-0.31647567549206823	0.005671193832200221	75	0.42533953741501657																														
41																					294	-0.1231201365058117	0.043240335409447724	270.0	11.674890560550885																																				272	-0.31600816045476177	0.005746593190091661	75	0.43099448925687456																														
42																					161	-0.12216502455128453	0.04490096428312216	270.0	12.123260356442984																																				35	-0.31594047419482074	0.005757582450485352	75	0.43181868378640137																														
43																					131	-0.12203569949677527	0.04512987671570071	270.0	12.185066713239193																																				167	-0.31593403616899823	0.005758628667401235	75	0.4318971500550926																														
44																					69	0.1217989202212952	0.0455515247029413	270.0	12.298911669794151																																				209	-0.3155144176364964	0.005827182197022649	75	0.43703866477669867																														
45																					297	0.12132570791738893	0.04640409940393463	270.0	12.52910683906235																																				114	-0.3145153223043958	0.005993312831483259	75	0.4494984623612444																														
46																					102	-0.12119569103389896	0.04664067330406139	270.0	12.592981792096575																																				207	-0.3137519530450636	0.00612304871425971	75	0.4592286535694783																														
47																					72	0.12029612409130695	0.048305292123677054	270.0	13.042428873392804																																				267	0.31336442086361654	0.0061898533353347785	75	0.4642390001501084																														
48																					39	-0.12022312990856698	0.04844251524499948	270.0	13.079479116149859																																				184	0.31330609131603254	0.006199963899300421	75	0.4649972924475316																														
49																					141	0.11951625497603373	0.04978830140362866	270.0	13.442841378979738																																				9	0.3131397817903833	0.006228871177102852	75	0.4671653382827139																														
50																																																													129	0.31109105114670466	0.006594843234801385	75	0.4946132426101039																														
51																																																													233	0.31098864973217133	0.006613622349183017	75	0.4960216761887263																														
52																																																													125	-0.3108770015478852	0.006634150838992797	75	0.4975613129244598																														
53																																																													163	0.30957673681686126	0.006877390706523454	75	0.5158043029892591																														
54																																																													59	0.3081939194507927	0.007144649430838574	75	0.535848707312893																														
55																																																													271	-0.3073682442251747	0.00730854483653117	75	0.5481408627398378																														
56																																																													85	-0.3073612021581501	0.007309956765947249	75	0.5482467574460437																														
57																																																													260	0.30658082668436926	0.007467913914631817	75	0.5600935435973863																														
58																																																													220	-0.3062497402856993	0.007535830173978761	75	0.565187263048407																														
59																																																													121	0.3055839402045646	0.007674050360546768	75	0.5755537770410076																														
60																																																													188	0.30505382835605355	0.007785687633685357	75	0.5839265725264018																														
61																																																													248	-0.3040289088229987	0.008005573889892242	75	0.6004180417419182																														
62																																																													130	0.3034129371414295	0.008140327840581245	75	0.6105245880435933																														
63																																																													269	-0.3021789409871567	0.00841627738465463	75	0.6312208038490973																														
64																																																													297	-0.30187641706148544	0.008485166170733001	75	0.636387462804975																														
65																																																													111	0.30034561052361924	0.008841374865313958	75	0.6631031148985469																														
66																																																													251	0.2997174319554501	0.00899129141275459	75	0.6743468559565942																														
67																																																													95	0.298757858138765	0.00922458746102446	75	0.6918440595768345																														
68																																																													2	-0.2979707696520627	0.009419879851883734	75	0.70649098889128																														
69																																																													240	0.2954838672839577	0.010060857341306661	75	0.7545643005979996																														
70																																																													127	0.2935956449019979	0.010572618097851526	75	0.7929463573388644																														
71																																																													63	0.2928030418348924	0.010794101264645395	75	0.8095575948484046																														
72																																																													126	0.29252925808020247	0.010871539694106987	75	0.815365477058024																														
73																																																													44	0.2923763117742291	0.010915009970003737	75	0.8186257477502803																														
74																																																													53	0.291417599961599	0.01119095542856642	75	0.8393216571424814																														
75																																																													88	0.2887380776491453	0.011994613665177963	75	0.8995960248883472																														
76																																																													25	-0.2868316917066392	0.012596461605262595	75	0.9447346203946946																														
77																																																													116	0.2857738136127306	0.012941596818659532	75	0.9706197613994649																														
78																																																													230	0.2853165967665244	0.013093281871388668	75	0.9819961403541501																														
79																																																													205	0.28479579810982547	0.013267934027890145	75	0.9950950520917609																														
80																																																													218	-0.2842632578992162	0.013448605585829833	75	1.0086454189372376																														
81																																																													103	-0.2840341339966567	0.013526991640910223	75	1.0145243730682667																														
82																																																													110	0.28388325542161735	0.013578824601152763	75	1.0184118450864572																														
83																																																													137	-0.28343975174462316	0.013732182279611963	75	1.0299136709708971																														
84																																																													165	-0.28322739533788543	0.013806141065025259	75	1.0354605798768943																														
85																																																													256	-0.2823398638151044	0.014118987643217078	75	1.0589240732412808																														
86																																																													161	-0.28225031770050235	0.014150889382075569	75	1.0613167036556677																														
87																																																													79	0.2791088230707454	0.015310200814353372	75	1.1482650610765028																														
88																																																													4	-0.27808470976081906	0.01570541645869688	75	1.177906234402266																														
89																																																													81	-0.2780526252341595	0.015717938861733692	75	1.178845414630027																														
90																																																													157	0.27615669489661254	0.016473341126578347	75	1.235500584493376																														
91																																																													187	0.276092130072831	0.016499606395679906	75	1.237470479675993																														
92																																																													36	0.27496560090066774	0.016963714135738675	75	1.2722785601804005																														
93																																																													179	-0.27176224086270695	0.01834521868706207	75	1.3758914015296553																														
94																																																													1	-0.27068588939032956	0.018830560952296793	75	1.4122920714222595																														
95																																																													254	-0.2678489502425826	0.02016277852798063	75	1.5122083895985472																														
96																																																													162	0.2677784750611059	0.02019687309904006	75	1.5147654824280046																														
97																																																													164	0.26668107702132665	0.020734162856237484	75	1.5550622142178112																														
98																																																													206	0.2641011012880566	0.02204558636173792	75	1.653418977130344																														
99																																																													166	-0.2626645124318194	0.022805974640685112	75	1.7104480980513834																														
100																																																													62	-0.2623091861546234	0.02299745432091259	75	1.724809074068444																														
101																																																													198	-0.2596963287980247	0.024447919522484613	75	1.833593964186346																														
102																																																													217	-0.259274188236443	0.024689395309148657	75	1.8517046481861492																														
103																																																													57	-0.2589368217192809	0.02488382977223027	75	1.8662872329172702																														
104																																																													64	-0.2587044938491062	0.025018480989582977	75	1.8763860742187233																														
105																																																													249	-0.25864302077171614	0.025054212369650473	75	1.8790659277237856																														
106																																																													52	-0.25772813224626395	0.02559112802383936	75	1.919334601787952																														
107																																																													83	0.25657358566332317	0.026282572950027526	75	1.9711929712520644																														
108																																																													38	0.25553225419694225	0.02691971060434671	75	2.0189782953260034																														
109																																																													276	-0.25505644613175305	0.02721515116895074	75	2.0411363376713054																														
110																																																													236	0.25421791163639834	0.027742487298149123	75	2.0806865473611844																														
111																																																													177	-0.25219905831419276	0.029047593197014786	75	2.178569489776109																														
112																																																													299	0.2508224174274871	0.029966898760713997	75	2.2475174070535497																														
113																																																													32	0.25077946046916394	0.029995974467220056	75	2.249698085041504																														
114																																																													282	-0.24918085540764426	0.03109500934716384	75	2.332125701037288																														
115																																																													74	0.24858459066931113	0.03151351286708687	75	2.3635134650315153																														
116																																																													234	-0.248349840601149	0.03167957106387241	75	2.3759678297904308																														
117																																																													244	0.24673561914347963	0.032841455697022785	75	2.463109177276709																														
118																																																													289	0.24535127976089965	0.03386613572037585	75	2.5399601790281885																														
119																																																													18	0.24502464113875524	0.03411177608493419	75	2.5583832063700642																														
120																																																													247	-0.24455990737777536	0.0344638362604083	75	2.584787719530622																														
121																																																													221	-0.2444950905537103	0.03451317909589196	75	2.588488432191897																														
122																																																													235	0.2444235148296086	0.034567735900239094	75	2.592580192517932																														
123																																																													183	0.2438864971396552	0.03497936957857409	75	2.6234527183930565																														
124																																																													58	0.24299795360852838	0.03566945085673474	75	2.675208814255105																														
125																																																													131	0.24283975303810568	0.03579350098946932	75	2.6845125742101987																														
126																																																													87	0.24234345360520035	0.036185005650851455	75	2.713875423813859																														
127																																																													283	0.24219737606496494	0.03630091714505513	75	2.7225687858791345																														
128																																																													139	-0.2400980166389985	0.038001259107374126	75	2.8500944330530595																														
129																																																													90	0.24004559771938785	0.03804454941586638	75	2.8533412061899783																														
130																																																													202	0.2399126533517725	0.03815452607186965	75	2.8615894553902237																														
131																																																													113	-0.2356289809148417	0.041842391855473615	75	3.138179389160521																														
132																																																													20	-0.23548634827025725	0.041970096991230936	75	3.1477572743423203																														
133																																																													176	-0.23474879283851066	0.042635626157862025	75	3.197671961839652																														
134																																																													48	-0.23470564534615201	0.04267482908981221	75	3.2006121817359157																														
135																																																													123	-0.23442814443124688	0.04292767463294322	75	3.219575597470741																														
136																																																													226	-0.23402460247540843	0.04329757448785173	75	3.2473180865888795																														
137																																																													128	0.23287766440000954	0.04436331927002518	75	3.3272489452518887																														
138																																																													92	-0.23010667898838952	0.047027827314372425	75	3.5270870485779318																														
