	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
39											179	0.1482589488830968	0.02719140737008872	222	6.036492436159696											159	0.1042315973003052	0.043393650660120485	376.0	16.3160126482053	178	0.1552636347742544	0.04511883094578553	167.0	7.534844767946184																																														184	-0.21295573849421814	0.03431825619035596	99.0	3.3975073628452397
40											291	-0.14814090443956848	0.02731540664232425	222	6.0640202745959835											254	-0.10412834606300604	0.043602801130540374	376.0	16.394653225083182	293	-0.15507213702391398	0.045387707526657016	167.0	7.579747156951722																																														253	-0.21260677043052212	0.03462108238816108	99.0	3.4274871564279468
41											79	-0.14701538083990787	0.028522242084401152	222	6.331937742737056											168	-0.10358485211318379	0.04471775749238254	376.0	16.813876817135835	46	0.1550280668825431	0.04544977421897242	167.0	7.590112294568394																																														54	0.20974122229296704	0.03719374090225957	99.0	3.6821803493236973
42											91	-0.14691213586644294	0.02863519550253532	222	6.357013401562841											121	0.10355122581766588	0.04478752025145397	376.0	16.840107614546692	184	0.15497010171890777	0.04553151803364883	167.0	7.603763511619354																																														277	-0.2089532874881226	0.03792859116944449	99.0	3.7549305257750047
43											29	0.1452997024970103	0.030449512795585595	222	6.759791840620002											111	0.10332113530542922	0.045267334504163856	376.0	17.02051777356561	103	-0.15494621639978162	0.04556523736043833	167.0	7.6093946391932015																																														102	-0.20694637601450866	0.03985537711836756	99.0	3.9456823347183887
44											57	0.14445806480497575	0.03143487441206137	222	6.978542119477625											73	-0.10324559472132334	0.04542579943341447	376.0	17.08010058696384	31	-0.15491071829740333	0.0456153891775882	167.0	7.617769992657229																																														200	0.20424858563205067	0.042573663791165894	99.0	4.214792715325424
45											206	-0.1443641055252721	0.03154654608983821	222	7.003333231944082											112	0.10323796245007834	0.045441835865953475	376.0	17.086130285598507	299	-0.15466440274041957	0.045964655360571184	167.0	7.676097445215388																																														49	0.20420006066572535	0.042623936180678855	99.0	4.219769681887207
46											169	-0.14422111807754667	0.03171713666723796	222	7.041204340126827											67	0.10277832549616805	0.046416393449828064	376.0	17.452563937135352	14	0.15462289646805705	0.04602372886196955	167.0	7.685962719948915																																														50	0.20305261835039784	0.04382717473138992	99.0	4.338890298407602
47											185	-0.14389354842959193	0.03211090586469935	222	7.1286211019632555											295	0.10274816112565069	0.046480958406962765	376.0	17.476840361018	149	-0.15416985859836566	0.04667264149565725	167.0	7.794331129774761																																														48	0.20278786847852773	0.04410877099312698	99.0	4.366768328319571
48											10	0.14389047168200986	0.03211462403798163	222	7.129446536431923											189	0.10203905901171575	0.04802057354881755	376.0	18.0557356543554	112	-0.15397495482696275	0.04695415152483007	167.0	7.841343304646621																																														276	0.20259695384050888	0.04431276542114339	99.0	4.386963776693196
49											284	-0.1438283633170415	0.032189758859101573	222	7.146126466720549											205	0.10184915494794926	0.048440067982228836	376.0	18.213465561318042	117	0.1539375522352374	0.04700833566082765	167.0	7.850392055358217																																														108	0.20083473383773814	0.04623297992591699	99.0	4.577065012665782
50											132	0.14351747370865073	0.032568106255529465	222	7.230119588727542											79	0.10152774536882377	0.049157038776035784	376.0	18.483046579789455	39	0.1538786750671744	0.04709373503572857	167.0	7.864653750966672																																														100	0.20020266292972794	0.04693831159754661	99.0	4.646892848157115
51											186	-0.1430066596543148	0.033197971384959016	222	7.369949647460902											209	-0.1013563261205319	0.049543037845061116	376.0	18.62818222974298	97	-0.15372946564468298	0.04731073759346048	167.0	7.9008931781079																																														161	0.19859090960817097	0.04877729764905395	99.0	4.82895246725634
52											130	-0.14274006912321455	0.03353078553052918	222	7.4438343877774775																170	-0.15340356231527663	0.04778761321174228	167.0	7.980531406360961																																														125	0.19792919945129875	0.049549347462233745	99.0	4.90538539876114
53											175	-0.14239231146249087	0.033969186336924154	222	7.541159366797162																273	0.1530684061192485	0.048282196495563735	167.0	8.063126814759144																																																		
54											271	0.14210616898543588	0.034333552627177924	222	7.6220486832334995																3	-0.15277934454283026	0.04871217389537906	167.0	8.134933040528303																																																		
55											121	-0.1420988994240709	0.034342852530380726	222	7.624113261744521																157	-0.15262618430776786	0.048941286962864226	167.0	8.173194922798325																																																		
56											17	-0.14193538683668905	0.03455259864290259	222	7.670676898724375																210	0.15260880803628774	0.04896733672100774	167.0	8.177545232408292																																																		
57											89	0.14171095642087128	0.0348422560459539	222	7.734980842201766																7	0.15260693686117605	0.04897014259381876	167.0	8.178013813167732																																																		
58											12	-0.1416059560122003	0.0349784786184003	222	7.765222253284866																161	-0.15260212379029212	0.04897736052558395	167.0	8.179219207772519																																																		
59											83	-0.14153334774283208	0.03507294104608546	222	7.786192912230971																196	0.15254403777261885	0.04906453913842498	167.0	8.19377803611697																																																		
60											104	-0.14126814979328925	0.03541979990567423	222	7.8631955790596795																131	-0.1522444641543065	0.04951620675271248	167.0	8.269206527702984																																																		
61											256	0.14088860069101572	0.03592127587789689	222	7.97452324489311																65	-0.15217520727307945	0.04962111583125819	167.0	8.286726343820117																																																		
62											70	0.14066459612660703	0.03622005192953593	222	8.040851528356976																290	0.15207845221124128	0.04976798789939696	167.0	8.311253979199293																																																		
63											269	0.14012852086629185	0.036943618125405885	222	8.201483223840107																8	0.15197235299860073	0.049929459241006294	167.0	8.338219693248051																																																		
64											251	0.13986667054387053	0.03730147091060604	222	8.28092654215454																																																																						
65											90	-0.1397231679817337	0.03749882598884626	222	8.32473936952387																																																																						
66											225	-0.13971186694246643	0.03751440540984061	222	8.328198000984615																																																																						
67											193	0.1396300743608212	0.03762732643182698	222	8.35326646786559																																																																						
68											108	0.13929525635517648	0.03809256770582584	222	8.456550030693338																																																																						
69											80	-0.1388528231728949	0.03871478738771094	222	8.594682800071828																																																																						
70											102	-0.13830632338785262	0.03949518178901978	222	8.76793035716239																																																																						
71											234	0.13821424842946695	0.03962796034236779	222	8.797407196005649																																																																						
72											129	-0.13775801624599324	0.04029144320522389	222	8.944700391559703																																																																						
73											26	0.13764843192857298	0.040452194070253446	222	8.980387083596264																																																																						
74											158	0.13735239711095323	0.040889154171350986	222	9.077392226039919																																																																						
75											153	0.13724908945603342	0.04104257274152813	222	9.111451148619246																																																																						
76											133	-0.13709134175035384	0.04127777265060284	222	9.16366552843383																																																																						
77											180	0.13695853321057397	0.04147666671454794	222	9.207820010629643																																																																						
78											209	0.13670139870469294	0.04186404265970027	222	9.29381747045346																																																																						
79											50	0.1363493214099071	0.04239938019561163	222	9.412662403425783																																																																						
80											276	0.13627597879889333	0.0425116192360711	222	9.437579470407785																																																																						
81											292	0.13560981507596315	0.04354254961021318	222	9.666446013467326																																																																						
82											282	0.13531193584092382	0.04401027750048648	222	9.770281605107998																																																																						
83											86	-0.13520226812501585	0.04418353460467027	222	9.8087446822368																																																																						
84											85	0.13503067488111736	0.044455770934038526	222	9.869181147356553																																																																						
85											58	-0.13479428185240544	0.044833114429968436	222	9.952951403452992																																																																						
86											14	0.134090887580837	0.04597181215528295	222	10.205742298472813																																																																						
87											124	0.1336059270860307	0.04677090532183313	222	10.383140981446955																																																																						
88											87	-0.13302111677295675	0.04774993274803247	222	10.60048507006321																																																																						
89											265	0.13290425752085175	0.04794760293824424	222	10.644367852290221																																																																						
90											250	0.132637183903564	0.04840192929672341	222	10.745228303872597																																																																						
91											125	0.1325768484928638	0.04850506328863134	222	10.768124050076159																																																																						
92											24	0.13232380034833396	0.04893960814517558	222	10.86459300822898																																																																						
93											67	-0.13215745859260616	0.04922702129308164	222	10.928398727064124																																																																						
94											6	-0.1317826563270609	0.04987978056824016	222	11.073311286149316																																																																						
95											111	-0.1317587792550375	0.049921608185245964	222	11.082597017124604																																																																						
